4FGL-DR3,source_type,glat,glon,significance,r95,Ep,Fp,d,p_pulsar,diffuse
4FGL J1800.9-2407,unid-pulsar,-0.511,5.877,10.818,0.047,0.677,40.876,0.256,0.992,1.755
4FGL J1801.0-2802,unid-pulsar,-2.466,2.494,8.602,0.086,1.008,2.742,1.062,0.998,0.897
4FGL J1801.1-3740,unid-pulsar,-7.195,354.064,4.946,0.139,0.679,0.480,1.624,0.860,0.407
4FGL J1801.1-2626,unid-pulsar,-1.698,3.898,8.995,0.058,3.557,2.252,1.997,0.946,1.202
4FGL J1801.2-2450,psr,-0.932,5.293,18.734,0.054,0.843,51.264,0.484,0.995,1.466
4FGL J1801.4-4307,unid-pulsar,-9.851,349.246,5.741,0.170,0.393,0.418,0.669,0.441,0.268
4FGL J1801.6-1418,msp,4.192,14.504,7.120,0.189,0.496,6.133,1.524,0.957,0.886
4FGL J1801.6-2326,unid-pulsar,-0.315,6.569,16.767,0.039,0.611,1983.353,0.613,0.957,1.816
4FGL J1801.8-2358,unid-pulsar,-0.611,6.107,12.342,0.049,0.100,86.538,0.027,0.582,1.717
4FGL J1802.1-2652,unid-pulsar,-2.107,3.634,8.341,0.097,1.107,3.327,1.106,0.998,1.049
4FGL J1802.4-3041,unid-pulsar,-4.042,0.326,15.540,0.046,3.510,2.605,0.804,0.946,0.840
4FGL J1802.8-4719,msp,-12.022,345.590,9.752,0.095,0.677,0.773,1.028,0.970,0.295
4FGL J1803.1-2724,unid-pulsar,-2.558,3.262,7.444,0.131,0.926,1.780,0.627,0.997,0.920
4FGL J1803.1-2148,psr,0.199,8.147,35.017,0.018,1.317,561.450,0.571,0.985,1.747
4FGL J1803.1-6708,unid-pulsar,-20.356,326.841,21.342,0.034,1.491,0.787,0.547,0.823,-0.026
4FGL J1803.2+1402,msp,16.916,40.345,10.343,0.083,0.835,0.348,0.501,0.954,0.143
4FGL J1803.3+2425,unid-pulsar,20.939,50.478,6.698,0.176,0.209,2.197,1.508,0.561,0.024
4FGL J1803.5-1639,unid-pulsar,2.647,12.684,5.099,0.250,0.738,2.100,1.448,0.996,0.994
4FGL J1803.7-3207,unid-pulsar,-4.971,359.210,7.621,0.110,0.958,1.188,1.037,0.998,0.746
4FGL J1803.8-2908,unid-pulsar,-3.544,1.830,9.234,0.119,0.598,6.972,1.641,0.956,0.745
4FGL J1804.0-1124,unid-pulsar,5.111,17.336,5.393,0.186,0.655,2.107,1.624,0.984,0.810
4FGL J1804.9-1745,unid-pulsar,1.817,11.887,7.249,0.218,0.615,4.091,0.662,0.962,1.144
4FGL J1804.9-3001,unid-pulsar,-4.185,1.179,6.093,0.137,1.159,0.955,1.703,0.960,0.733
4FGL J1805.1-3049,unid-pulsar,-4.603,0.487,5.179,0.072,0.374,1.434,0.641,0.743,0.759
4FGL J1805.1-3618,unid-pulsar,-7.237,355.662,15.809,0.052,1.773,2.158,1.380,0.996,0.446
4FGL J1805.3-2734,unid-pulsar,-3.064,3.355,4.654,0.116,0.646,0.986,0.848,0.997,0.783
4FGL J1805.6+0615,msp,13.007,33.350,18.369,0.038,1.765,1.870,1.083,1.000,0.295
4FGL J1805.7+3401,unid-pulsar,23.665,60.449,14.299,0.078,0.367,0.810,0.538,0.509,-0.198
4FGL J1806.2-2126,unk-pulsar,-0.253,8.831,12.769,0.034,0.800,320.413,0.737,0.991,1.817
4FGL J1806.9-2455,unk-pulsar,-2.090,5.856,6.755,0.111,1.058,2.927,1.231,0.992,1.155
4FGL J1806.9-2824,unid-pulsar,-3.790,2.805,6.857,0.061,0.376,1.353,0.360,0.258,0.762
4FGL J1807.1+2822,msp,21.528,54.758,5.510,0.209,0.350,0.072,0.246,0.017,-0.098
4FGL J1807.8-4340,glc,-11.139,349.307,11.716,0.062,1.109,0.635,0.747,0.997,0.215
4FGL J1808.1-1234,unid-pulsar,3.652,16.801,8.628,0.140,0.635,4.399,0.783,0.975,0.952
4FGL J1808.2-1055,unid-pulsar,4.437,18.259,7.188,0.176,0.432,8.028,1.270,0.918,0.908
4FGL J1808.2-3005,unid-pulsar,-4.848,1.469,6.326,0.161,1.414,0.395,0.773,1.000,0.659
4FGL J1808.4-3358,unid-pulsar,-6.725,358.046,17.948,0.049,0.950,8.960,1.466,0.989,0.517
4FGL J1808.4-3522,unid-pulsar,-7.396,356.817,7.186,0.056,1.281,0.345,0.967,0.768,0.465
4FGL J1808.5-3701,unid-pulsar,-8.181,355.343,12.640,0.055,0.851,1.466,0.902,1.000,0.362
4FGL J1808.8-1949,glc,0.002,10.525,4.741,0.097,0.483,32.540,0.648,0.994,1.950
4FGL J1809.0-2853,unid-pulsar,-4.419,2.614,6.122,0.142,1.125,0.757,1.463,0.993,0.651
4FGL J1809.2-2726,unid-pulsar,-3.757,3.897,9.356,0.091,0.581,1.763,0.334,0.587,0.739
4FGL J1809.5-0816,unid-pulsar,5.412,20.750,5.118,0.095,0.509,4.157,1.851,0.919,0.897
4FGL J1809.8-2408,unid-pulsar,-2.284,6.859,5.887,0.188,0.415,17.207,0.716,0.975,1.207
4FGL J1809.8-2332,psr,-1.997,7.391,180.010,0.009,1.216,26567.824,0.663,0.980,1.197
4FGL J1810.2-3054,unid-pulsar,-5.601,0.950,7.219,0.137,1.094,0.977,1.541,0.993,0.611
4FGL J1810.3+1332,unid-pulsar,15.127,40.643,7.537,0.090,0.807,0.204,0.606,0.869,0.167
4FGL J1810.4+1700,unid-pulsar,16.558,43.924,5.445,0.181,0.711,0.385,1.565,0.792,0.115
4FGL J1810.5+1744,msp,16.812,44.643,47.262,0.024,0.581,32.321,0.552,0.994,0.077
4FGL J1810.6-0945,unid-pulsar,4.470,19.581,5.453,0.105,0.441,2.683,0.782,0.898,0.942
4FGL J1811.3-2403,msp,-2.543,7.102,10.952,0.060,1.152,5.161,0.448,0.949,1.016
4FGL J1811.5-1925,psr,-0.362,11.185,6.063,0.055,7.970,2.198,0.926,0.476,1.750
4FGL J1811.5-1844,spp-pulsar,-0.040,11.785,9.625,0.236,0.719,75.604,1.171,0.988,1.793
4FGL J1811.7-1442,unid-pulsar,1.877,15.345,6.469,0.344,1.519,1.443,0.776,1.000,1.175
4FGL J1811.9-2336,unid-pulsar,-2.459,7.560,5.813,0.109,0.479,12.582,0.723,0.965,1.011
4FGL J1812.2-0856,unid-pulsar,4.502,20.479,6.870,0.231,0.464,9.307,1.569,0.937,0.900
4FGL J1812.4-4417,unid-pulsar,-12.154,349.115,5.308,0.150,0.552,0.222,0.775,0.451,0.214
4FGL J1812.8-3144,unid-pulsar,-6.498,0.478,12.533,0.038,1.711,1.217,0.900,1.000,0.596
4FGL J1813.0-0049,unid-pulsar,8.158,27.780,4.940,0.224,0.444,3.349,1.997,0.578,0.777
4FGL J1813.1-1611,unid-pulsar,0.852,14.218,4.806,0.146,2.498,1.315,1.863,0.976,1.356
4FGL J1813.2-1128,unid-pulsar,3.098,18.354,8.391,0.119,0.387,9.956,0.446,0.934,1.100
4FGL J1813.4-1246,psr,2.442,17.244,119.912,0.012,0.586,8486.409,0.637,0.967,1.201
4FGL J1813.5+2819,unid-pulsar,20.195,55.241,11.876,0.075,2.357,0.256,0.915,0.986,-0.046
4FGL J1813.7-1152,unid-pulsar,2.786,18.076,9.070,0.074,0.917,7.038,0.722,0.992,1.237
4FGL J1814.2-1012,unid-pulsar,3.477,19.591,5.796,0.158,0.390,13.880,1.966,0.688,0.956
4FGL J1814.2-3000,unid-pulsar,-5.952,2.161,6.721,0.099,1.051,0.331,0.607,0.976,0.491
4FGL J1814.4+3132,msp,21.120,58.542,11.411,0.055,1.223,0.838,0.657,1.000,-0.176
4FGL J1814.6-2537,unid-pulsar,-3.961,6.088,6.636,0.140,0.907,1.071,0.996,1.000,0.782
4FGL J1814.7-3420,unid-pulsar,-8.056,358.345,11.518,0.059,0.756,1.948,1.078,1.000,0.400
4FGL J1815.2-2715,bcu-pulsar,-4.844,4.701,9.224,0.063,0.788,1.169,0.366,0.804,0.586
4FGL J1815.3-1336,unid-pulsar,1.619,16.738,6.810,0.171,1.768,3.137,1.996,0.977,1.218
4FGL J1815.8-1416,unid-pulsar,1.194,16.206,10.032,0.085,0.592,10.815,0.468,0.971,1.411
4FGL J1816.1-3908,unid-pulsar,-10.487,354.144,6.118,0.198,0.399,0.408,0.682,0.849,0.203
4FGL J1816.2-1654,unk-pulsar,-0.135,13.932,8.377,0.390,0.552,219.612,1.779,0.931,1.913
4FGL J1816.3-2903,unid-pulsar,-5.895,3.220,7.611,0.181,0.971,1.157,1.990,0.889,0.511
4FGL J1816.4-2727,unid-pulsar,-5.167,4.647,8.416,0.078,0.989,1.230,0.655,1.000,0.539
4FGL J1816.4-6405,unid-pulsar,-20.548,330.403,14.453,0.056,0.737,0.608,0.628,0.956,-0.039
4FGL J1816.5+4510,msp,24.735,72.826,45.185,0.025,1.473,5.932,0.724,0.992,-0.362
4FGL J1816.7+1749,unid-pulsar,15.506,45.339,12.521,0.053,1.182,0.463,0.461,0.965,0.231
4FGL J1816.8-2800,unid-pulsar,-5.504,4.190,5.162,0.102,0.670,1.311,1.976,0.798,0.487
4FGL J1817.1-1742,psr,-0.707,13.338,17.366,0.040,1.336,41.012,0.692,0.992,1.623
4FGL J1817.5-1034,unid-pulsar,2.587,19.662,4.176,0.163,0.834,1.526,1.281,1.000,1.007
4FGL J1817.6-3251,unid-pulsar,-7.905,359.955,5.743,0.126,0.944,0.606,1.978,0.727,0.426
4FGL J1817.7-2517,unid-pulsar,-4.416,6.711,6.772,0.177,1.345,0.708,1.341,0.978,0.691
4FGL J1817.9-3334,unid-pulsar,-8.285,359.338,14.106,0.064,1.129,1.681,0.989,1.000,0.380
4FGL J1817.9-1135,unid-pulsar,2.021,18.804,7.461,0.098,0.835,4.993,0.909,0.993,1.154
4FGL J1818.0-1339,unid-pulsar,1.021,17.006,8.141,0.196,0.611,9.444,0.477,0.985,1.445
4FGL J1818.1-2000,unid-pulsar,-2.004,11.407,7.869,0.058,3.107,1.829,1.606,0.985,1.247
4FGL J1818.5-1656,glc,-0.646,14.167,9.740,0.068,1.194,22.062,0.894,0.991,1.786
4FGL J1818.6+1316,unid-pulsar,13.199,41.258,14.018,0.048,1.666,0.655,0.886,0.996,0.166
4FGL J1818.6-1533,spp-pulsar,-0.001,15.389,16.181,0.070,0.480,345.171,0.678,0.995,1.771
4FGL J1818.6-3206,unid-pulsar,-7.757,0.726,9.427,0.119,0.899,1.402,0.936,1.000,0.471
4FGL J1818.6-1455,spp-pulsar,0.289,15.962,5.518,0.179,0.333,56.647,0.864,0.985,1.584
4FGL J1818.8-2255,unid-pulsar,-3.524,8.922,4.687,0.087,0.713,0.501,0.538,0.685,0.810
4FGL J1818.8-0828,unid-pulsar,3.295,21.675,6.308,0.088,1.288,0.735,0.512,0.942,1.082
4FGL J1819.4-1102,unid-pulsar,1.961,19.472,6.932,0.193,0.732,4.884,0.897,0.986,1.163
4FGL J1819.9-2926,unid-pulsar,-6.776,3.245,9.573,0.083,0.883,0.954,0.744,0.982,0.454
4FGL J1819.9-1530,unid-pulsar,-0.255,15.592,11.335,0.079,1.964,40.338,1.995,0.978,1.679
4FGL J1820.2-1303,unid-pulsar,0.830,17.792,4.621,0.097,0.204,19.316,0.439,0.926,1.379
4FGL J1820.3-1009,unk-pulsar,2.185,20.346,10.296,0.096,0.913,3.716,0.491,0.977,1.040
4FGL J1820.3-2646,unid-pulsar,-5.629,5.663,5.102,0.154,0.540,1.202,1.627,0.711,0.626
4FGL J1820.6-0326,unid-pulsar,5.260,26.335,5.016,0.073,2.814,0.460,1.962,0.968,0.994
4FGL J1820.7-3217,unid-pulsar,-8.233,0.766,9.289,0.082,1.738,0.665,1.103,1.000,0.438
4FGL J1821.1-1422,spp-pulsar,0.025,16.725,12.112,0.051,0.256,181.225,0.402,0.952,1.754
4FGL J1821.4-1516,spp-pulsar,-0.456,15.967,6.876,0.153,0.559,69.374,1.213,0.980,1.693
4FGL J1821.5-2531,unid-pulsar,-5.287,6.901,4.965,0.069,0.614,0.367,0.442,0.317,0.652
4FGL J1822.0+1600,bcu-pulsar,13.595,44.163,7.443,0.115,0.377,0.597,0.613,0.309,0.200
4FGL J1822.6-2502,unid-pulsar,-5.278,7.447,4.642,0.116,0.997,0.481,0.948,0.998,0.627
4FGL J1822.9-4718,unid-pulsar,-15.088,347.110,11.837,0.052,0.749,0.422,0.507,0.961,0.102
4FGL J1823.2+1209,unid-pulsar,11.699,40.723,7.397,0.097,1.491,0.375,1.972,0.945,0.229
4FGL J1823.3-1340,unid-pulsar,-0.115,17.596,31.866,0.021,1.224,371.988,0.469,0.982,1.731
4FGL J1823.5-3020,psr,-7.887,2.788,31.284,0.025,1.515,9.275,0.582,0.903,0.434
4FGL J1823.8-3544,msp,-10.350,357.931,7.363,0.066,1.401,0.230,1.149,0.749,0.241
4FGL J1824.1-1304,spp-pulsar,-0.004,18.212,5.955,0.246,0.636,119.170,1.789,0.924,1.760
4FGL J1824.1+1013,msp,10.654,39.059,19.218,0.043,1.841,1.709,0.759,0.998,0.267
4FGL J1824.2+1231,unid-pulsar,11.637,41.175,5.928,0.150,0.470,0.503,0.633,0.630,0.242
4FGL J1824.2-0621,unid-pulsar,3.102,24.168,24.265,0.030,3.701,12.109,1.177,0.924,0.967
4FGL J1824.2-5427,unid-pulsar,-18.049,340.319,16.807,0.043,1.995,0.610,0.710,0.996,0.079
4FGL J1824.6-2452,psr,-5.600,7.808,32.281,0.026,0.893,32.146,0.683,0.996,0.566
4FGL J1824.7-3243,other-pulsar,-9.168,0.758,6.493,0.134,1.091,0.248,0.639,0.714,0.395
4FGL J1825.0-2547,unid-pulsar,-6.100,7.028,4.719,0.115,1.303,0.199,0.846,0.874,0.576
4FGL J1825.2+0715,unid-pulsar,9.112,36.471,4.850,0.167,0.981,0.163,0.819,0.808,0.345
4FGL J1825.9-3153,unid-pulsar,-9.033,1.620,7.056,0.093,0.853,0.356,0.604,0.984,0.417
4FGL J1826.1-1256,psr,-0.377,18.556,107.343,0.010,1.019,22695.468,0.742,0.985,1.806
4FGL J1826.2-2830,unid-pulsar,-7.586,4.708,5.673,0.305,0.475,0.703,0.851,0.955,0.463
4FGL J1826.5-1202,unid-pulsar,-0.058,19.398,8.420,0.176,0.648,89.129,1.150,0.989,1.885
4FGL J1827.3-4128,unid-pulsar,-13.413,352.934,5.412,0.103,0.453,0.224,0.672,0.637,0.118
4FGL J1827.4-1445,psr,-1.515,17.098,20.697,0.030,2.014,99.536,2.000,0.967,1.445
4FGL J1827.5+1141,unid-pulsar,10.555,40.751,17.511,0.044,1.593,1.406,0.601,0.975,0.290
4FGL J1827.6-0849,msp,1.216,22.368,20.173,0.036,0.796,29.221,0.355,0.993,1.348
4FGL J1827.6-4029,bcu-pulsar,-13.060,353.871,5.964,0.147,1.282,0.162,1.663,0.947,0.150
4FGL J1828.0-1133,spp-pulsar,-0.144,19.997,12.721,0.083,0.871,105.615,1.067,0.992,1.843
4FGL J1828.1-1312,unid-pulsar,-0.922,18.549,6.994,0.116,1.353,12.038,1.241,0.993,1.540
4FGL J1828.2-3252,unid-pulsar,-9.898,0.951,6.750,0.083,3.014,0.171,1.263,0.535,0.354
4FGL J1828.4-1059,psr,0.037,20.536,11.641,0.076,0.201,242.610,0.384,0.966,1.785
4FGL J1828.7+3230,bcu-pulsar,18.623,60.620,15.732,0.061,1.456,0.623,1.079,0.978,-0.061
4FGL J1829.4-1256,spp-pulsar,-1.087,18.920,8.904,0.095,1.477,15.089,1.502,0.972,1.549
4FGL J1829.6-2545,unid-pulsar,-7.008,7.532,5.510,0.128,0.922,0.681,1.973,0.832,0.553
4FGL J1829.6-4310,unid-pulsar,-14.503,351.511,7.159,0.183,1.303,0.193,1.411,0.976,0.044
4FGL J1830.1-0212,unid-pulsar,3.730,28.523,6.232,0.160,0.847,5.745,0.952,0.987,1.371
4FGL J1830.7-1634,unid-pulsar,-3.037,15.852,19.407,0.037,1.151,8.166,0.444,0.972,0.798
4FGL J1830.7-2414,unid-pulsar,-6.555,9.006,5.515,0.094,1.657,0.390,1.581,0.846,0.619
4FGL J1830.8-3132,unid-pulsar,-9.807,2.411,14.891,0.040,2.155,1.204,1.100,1.000,0.345
4FGL J1830.8-0947,psr,0.063,21.885,14.417,0.248,0.523,586.698,1.522,0.967,1.847
4FGL J1831.1-6503,unid-pulsar,-22.349,329.934,19.719,0.036,1.765,0.772,0.900,1.000,-0.031
4FGL J1831.2-0013,unid-pulsar,4.378,30.430,4.771,0.086,1.821,0.582,1.245,0.998,1.066
4FGL J1831.4-2909,unid-pulsar,-8.886,4.641,5.608,0.247,0.974,0.469,1.953,0.808,0.418
4FGL J1831.6-0223,unid-pulsar,3.304,28.542,7.920,0.109,1.027,4.081,0.539,0.984,1.303
4FGL J1831.8-2514,unid-pulsar,-7.213,8.220,5.413,0.155,1.040,0.422,1.332,0.987,0.486
4FGL J1831.8-1503,spp-pulsar,-2.598,17.321,4.990,0.109,2.200,0.626,1.991,0.972,0.870
4FGL J1832.3-1433,spp-pulsar,-2.467,17.824,5.090,0.083,1.957,0.490,0.694,0.996,0.865
4FGL J1832.4-0847,unid-pulsar,0.186,22.944,11.897,0.063,2.635,34.194,1.747,0.976,1.886
4FGL J1832.9-0913,other-pulsar,-0.139,22.618,10.807,0.126,0.800,93.865,0.829,0.993,1.929
4FGL J1833.0-3840,msp,-13.250,356.017,9.863,0.107,1.054,0.405,0.966,0.985,0.127
4FGL J1833.4+1109,unid-pulsar,9.014,40.923,5.154,0.087,1.643,0.105,0.808,0.434,0.378
4FGL J1833.5-1033,psr,-0.874,21.508,35.190,0.024,0.417,525.184,0.344,0.966,1.646
4FGL J1834.2-0827,unid-pulsar,-0.072,23.456,8.487,0.084,0.745,166.310,1.192,0.991,1.941
4FGL J1834.3+0613,unid-pulsar,6.635,36.548,8.158,0.105,1.646,0.603,0.877,1.000,0.574
4FGL J1834.7-0724,unid-pulsar,0.312,24.435,9.848,0.076,1.017,61.331,0.877,0.992,1.844
4FGL J1834.9-0800,unid-pulsar,-0.014,23.938,9.076,0.134,0.567,126.261,0.821,0.996,1.953
4FGL J1835.1-0517,unid-pulsar,1.192,26.361,5.073,0.127,1.924,2.082,1.999,0.971,1.358
4FGL J1835.7-3258,glc,-11.368,1.552,13.734,0.049,0.780,1.193,0.587,0.996,0.262
4FGL J1836.1-2656,unid-pulsar,-8.847,7.109,5.386,0.288,0.662,0.699,1.604,0.910,0.420
4FGL J1836.2+5925,psr,25.001,88.878,555.913,0.007,1.183,83118.941,0.784,0.967,-0.340
4FGL J1836.8-2354,unid-pulsar,-7.644,9.936,11.694,0.169,0.920,1.874,1.017,1.000,0.486
4FGL J1836.8-0727,unk-pulsar,-0.177,24.645,11.198,0.076,0.833,116.136,0.975,0.993,1.849
4FGL J1837.4-1646,bcu-pulsar,-4.557,16.406,6.961,0.281,0.631,2.267,1.468,0.992,0.679
4FGL J1837.6-2904,other-pulsar,-10.068,5.321,10.705,0.220,0.602,1.582,0.827,0.859,0.315
4FGL J1837.8-0604,psr,0.227,25.977,8.083,0.058,0.732,33.355,0.369,0.995,1.761
4FGL J1837.9-0620,unid-pulsar,0.097,25.746,4.338,0.078,0.937,5.140,0.290,0.428,1.774
4FGL J1838.0-0516,unid-pulsar,0.561,26.711,4.015,0.158,0.744,10.726,0.983,0.985,1.663
4FGL J1838.1-3352,unid-pulsar,-12.201,0.935,4.810,0.081,1.057,0.113,0.934,0.713,0.235
4FGL J1838.2+3223,unid-pulsar,16.706,61.279,8.742,0.069,0.679,0.315,0.752,0.964,0.010
4FGL J1838.3-2148,unk-pulsar,-7.030,11.986,6.342,0.052,2.861,0.175,1.127,0.949,0.514
4FGL J1838.4-0630,unid-pulsar,-0.087,25.650,5.782,0.058,0.714,30.583,0.630,0.990,1.810
4FGL J1838.4-0545,unid-pulsar,0.250,26.325,5.254,0.072,0.994,43.220,0.774,0.996,1.784
4FGL J1838.9-3457,bcu-pulsar,-12.796,359.992,12.924,0.064,0.758,1.219,0.927,0.994,0.228
4FGL J1838.9-0537,psr,0.199,26.515,34.180,0.018,1.374,1129.740,0.628,0.985,1.760
4FGL J1839.0-1502,unid-pulsar,-4.132,18.130,6.547,0.109,0.901,0.617,0.667,0.986,0.730
4FGL J1839.4-0553,unk-pulsar,-0.026,26.325,28.296,0.021,0.934,1167.633,0.617,0.971,1.773
4FGL J1840.0-0341,spp-pulsar,0.855,28.347,9.543,0.071,1.596,10.860,1.581,0.990,1.411
4FGL J1840.0-0411,spp-pulsar,0.616,27.901,14.525,0.044,1.682,20.686,0.696,0.990,1.531
4FGL J1840.3+1105,unid-pulsar,7.477,41.603,4.951,0.105,1.380,0.110,0.619,0.405,0.439
4FGL J1840.3-3037,bcu-pulsar,-11.257,4.149,5.910,0.306,0.593,0.306,0.824,0.534,0.238
4FGL J1840.4-1139,unid-pulsar,-2.879,21.311,10.045,0.083,1.764,2.152,1.299,0.995,0.905
4FGL J1842.1+2737,unid-pulsar,14.086,57.048,17.621,0.052,2.178,1.055,1.292,0.990,0.084
4FGL J1842.2-0751,spp-pulsar,-1.552,24.903,4.774,0.102,1.432,0.545,0.430,0.935,1.115
4FGL J1842.5-0359,unk-pulsar,0.155,28.370,10.098,0.192,0.650,111.973,0.954,0.992,1.832
4FGL J1843.3-1242,unid-pulsar,-4.000,20.689,10.255,0.081,1.416,1.319,0.665,0.980,0.777
4FGL J1843.6-2219,unid-pulsar,-8.354,12.061,4.774,0.094,1.452,0.154,1.152,0.722,0.465
4FGL J1843.7-0326,unid-pulsar,0.146,28.994,6.532,0.047,0.263,78.683,0.381,0.962,1.798
4FGL J1843.7-1114,msp,-3.418,22.046,22.240,0.065,0.414,35.298,0.581,0.992,0.738
4FGL J1843.8-2011,bcu-pulsar,-7.454,14.016,8.940,0.105,1.640,0.633,1.180,0.991,0.495
4FGL J1844.4-0345,psr,-0.166,28.794,24.479,0.033,1.618,259.867,1.290,0.970,1.840
4FGL J1844.4-0306,unk-pulsar,0.126,29.365,12.434,0.116,0.424,218.829,0.594,0.996,1.796
4FGL J1844.8-0957,unid-pulsar,-3.066,23.315,6.928,0.096,0.665,1.121,0.501,0.985,0.831
4FGL J1845.0+0159,msp,2.329,33.983,6.303,0.102,2.525,1.073,2.000,0.960,1.093
4FGL J1845.8-0831,spp-pulsar,-2.631,24.706,13.864,0.054,1.156,3.898,0.580,0.990,0.886
4FGL J1845.8-2521,unid-pulsar,-10.120,9.518,18.085,0.056,0.962,2.833,0.612,0.991,0.394
4FGL J1846.0+0507,unid-pulsar,3.536,36.886,9.256,0.059,3.465,0.826,0.894,0.984,0.909
4FGL J1846.3+0919,psr,5.354,40.690,65.493,0.015,1.760,139.356,1.010,0.963,0.616
4FGL J1846.9-0227,unk-pulsar,-0.113,30.235,9.388,0.119,0.765,48.008,0.492,0.990,1.870
4FGL J1846.9-0247,unid-pulsar,-0.281,29.930,6.661,0.167,1.222,21.107,1.193,0.989,1.877
4FGL J1847.0-0625,unid-pulsar,-1.949,26.718,7.784,0.105,2.123,1.022,0.998,0.995,0.949
4FGL J1847.2-0141,unid-pulsar,0.161,30.948,9.604,0.094,0.492,137.726,0.513,0.994,1.885
4FGL J1847.2-0200,unid-pulsar,0.002,30.665,6.224,0.065,1.247,15.738,0.656,0.996,1.976
4FGL J1847.7-3433,unid-pulsar,-14.299,1.110,6.746,0.090,1.761,0.140,1.119,0.924,0.127
4FGL J1848.2-1309,unid-pulsar,-5.261,20.824,6.039,0.196,0.992,0.845,1.422,0.995,0.658
4FGL J1848.2-0016,unid-pulsar,0.581,32.330,7.072,0.125,1.149,7.019,0.736,0.987,1.609
4FGL J1848.6-2711,bcu-pulsar,-11.456,8.093,7.535,0.100,0.434,1.032,0.857,0.812,0.366
4FGL J1848.6-0202,unk-pulsar,-0.317,30.792,8.138,0.212,0.723,62.446,0.786,0.996,1.833
4FGL J1848.7-0129,glc,-0.096,31.296,20.193,0.034,1.942,167.819,1.078,0.987,1.810
4FGL J1848.8+0701,unid-pulsar,3.764,38.906,5.407,0.165,0.472,8.556,1.887,0.464,0.982
4FGL J1849.0-1826,unid-pulsar,-7.794,16.153,6.320,0.103,0.923,0.329,0.866,0.510,0.419
4FGL J1849.4-0056,other-pulsar,0.018,31.863,26.692,0.024,0.813,142.614,0.259,0.887,1.660
4FGL J1849.4-0117,unid-pulsar,-0.146,31.547,6.092,0.111,0.158,66.437,0.246,0.913,1.732
4FGL J1849.8-0952,unid-pulsar,-4.139,23.942,5.291,0.179,0.588,1.748,1.703,0.876,0.634
4FGL J1850.3-0031,spp-pulsar,-0.005,32.347,8.641,0.165,0.859,26.985,0.843,0.995,1.611
4FGL J1850.7-3126,unid-pulsar,-13.626,4.315,7.331,0.119,0.612,0.626,1.273,0.955,0.235
4FGL J1850.8-1105,unid-pulsar,-4.896,22.970,7.256,0.164,1.234,0.920,1.574,0.992,0.605
4FGL J1851.0+1558,unid-pulsar,7.289,47.177,4.757,0.090,1.628,0.108,1.000,0.693,0.458
4FGL J1851.5+0718,unid-pulsar,3.302,39.459,9.742,0.083,2.182,2.233,1.413,0.996,1.016
4FGL J1851.8-0007,spp-pulsar,-0.154,32.873,5.282,0.236,0.669,20.169,0.904,0.990,1.687
4FGL J1851.9-1522,unid-pulsar,-7.053,19.237,4.307,0.258,0.937,0.385,1.896,0.754,0.515
4FGL J1852.2-1309,msp,-6.145,21.271,9.838,0.058,2.345,0.906,1.625,0.981,0.532
4FGL J1852.6+0203,unid-pulsar,0.668,34.904,9.844,0.081,0.583,22.358,0.445,0.996,1.548
4FGL J1852.6-1159,unid-pulsar,-5.701,22.366,4.976,0.095,0.818,0.265,0.446,0.845,0.624
4FGL J1852.7-1242,unid-pulsar,-6.041,21.720,4.872,0.097,0.932,0.332,0.665,0.967,0.567
4FGL J1853.0-0956,unid-pulsar,-4.878,24.240,4.708,0.090,1.051,0.316,0.983,0.993,0.610
4FGL J1853.2-0841,glc,-4.346,25.393,5.157,0.232,0.882,0.462,0.896,0.998,0.601
4FGL J1853.3-0005,psr,-0.476,33.075,7.463,0.095,3.309,4.185,1.937,0.966,1.425
4FGL J1853.4-1605,unid-pulsar,-7.697,18.754,4.497,0.164,0.594,0.752,1.987,0.326,0.453
4FGL J1853.6-0620,unid-pulsar,-3.389,27.534,7.234,0.125,0.738,0.834,0.480,0.976,0.707
4FGL J1854.1+0142,unid-pulsar,0.187,34.763,5.043,0.073,0.570,21.474,0.478,0.995,1.776
4FGL J1854.7+0153,unid-pulsar,0.120,34.998,9.217,0.154,0.944,34.750,0.443,0.995,1.756
4FGL J1855.1-2243,glc,-10.909,12.858,10.221,0.050,1.489,0.479,0.820,0.998,0.279
4FGL J1855.1-3025,other-pulsar,-14.087,5.674,4.587,0.119,1.218,0.088,0.893,0.402,0.238
4FGL J1855.2+0756,unid-pulsar,2.773,40.443,6.372,0.160,0.349,42.405,1.271,0.904,1.146
4FGL J1855.2+0456,unid-pulsar,1.403,37.767,11.088,0.095,0.212,95.042,0.501,0.984,1.417
4FGL J1855.3-0740,unid-pulsar,-4.351,26.527,6.801,0.192,0.761,1.806,1.988,0.880,0.582
4FGL J1855.6-3603,unid-pulsar,-16.360,0.322,6.753,0.122,1.187,0.263,1.784,0.917,0.062
4FGL J1855.8+0150,unid-pulsar,-0.136,35.073,8.908,0.080,0.709,34.050,0.356,0.996,1.711
4FGL J1855.9-1435,msp,-7.581,20.378,12.350,0.049,1.584,0.698,0.361,0.853,0.537
4FGL J1856.2+0749,unk-pulsar,2.495,40.456,5.192,0.108,3.054,1.178,1.942,0.953,1.208
4FGL J1856.5+1735,unid-pulsar,6.831,49.240,9.233,0.070,1.005,0.711,1.003,1.000,0.490
