name,glon,glat,ts,r95,diffuse,d,Fp,Ep,source type
4FGL J1655.6+0317,21.967,27.142,50.685,0.052,0.015,0.077,0.019,2.599,UNID-BLL
4FGL J1655.7-2411,357.531,11.835,41.809,0.143,0.425,0.521,0.391,0.376,UNID-PSR
4FGL J1655.9-3940,345.341,2.281,122.660,0.053,1.125,0.848,2.039,1.692,UNID-PSR
4FGL J1655.9-3101,352.125,7.658,48.386,0.068,0.516,0.508,0.162,1.226,UNID-PSR
4FGL J1656.1-4706,339.614,-2.384,35.442,0.101,1.266,0.671,0.366,2.991,UNID-PSR
4FGL J1656.4-0410,14.960,23.174,146.167,0.052,0.286,1.091,0.554,1.600,UNID-PSR
4FGL J1656.5-2733,354.979,9.684,220.634,0.050,0.427,1.338,1.520,1.284,UNID-PSR
4FGL J1656.9-4814,338.650,-3.194,60.834,0.146,0.989,0.195,1.133,0.252,UNID-BLL
4FGL J1657.2-4020,344.936,1.657,70.946,0.104,1.249,1.999,2.440,1.879,unk-psr
4FGL J1657.3-6232,327.405,-12.037,46.663,0.186,0.205,0.196,0.175,0.163,UNID-BLL
4FGL J1657.4-3917,345.860,2.306,95.866,0.081,1.124,0.884,1.825,1.492,UNID-PSR
4FGL J1657.7-4656,339.858,-2.597,84.976,0.067,1.246,0.410,0.870,2.223,UNID-PSR
4FGL J1657.7-4520,341.089,-1.484,61.142,0.402,1.252,0.464,1.447,1.164,UNID-PSR
4FGL J1658.3-4637,340.133,-2.404,48.914,0.067,1.199,0.641,0.396,4.305,UNID-PSR
4FGL J1658.5-5034,337.100,-4.878,78.973,0.093,0.669,-0.031,32.274,0.100,UNID-BLL
4FGL J1658.5+4315,68.170,38.239,41.200,0.050,-0.600,-0.069,0.027,1000.000,UNID-BLL
4FGL J1658.6-5323,334.866,-6.612,1790.860,0.023,0.504,0.776,30.748,0.665,MSP
4FGL J1659.0-0140,17.673,23.926,337.365,0.033,0.240,0.688,1.230,1.841,UNID-PSR
4FGL J1659.2-1443,5.996,16.767,64.341,0.063,0.515,2.000,0.314,2.930,UNID-PSR
4FGL J1659.6+4918,75.897,38.165,66.401,0.051,-0.618,0.200,0.010,5.188,UNID-BLL
4FGL J1700.0-0122,18.165,23.837,58.305,0.113,0.275,1.334,0.340,0.975,UNID-PSR
4FGL J1700.1-4013,345.420,1.303,97.218,0.105,1.548,0.365,154.043,0.100,unk-psr
4FGL J1700.2-4237,343.680,-0.138,111.454,0.143,1.821,0.464,395.060,0.100,UNID-PSR
4FGL J1700.3-4557,340.996,-2.230,73.175,0.119,1.123,0.585,2.525,0.760,UNID-PSR
4FGL J1700.4-2746,355.286,8.890,90.784,0.080,0.412,0.010,10.471,0.100,UNID-BLL
4FGL J1700.8-5218,335.955,-6.283,43.059,0.079,0.588,1.944,0.198,2.141,UNID-PSR
4FGL J1700.8-7304,318.709,-18.405,54.169,0.065,-0.056,1.118,0.045,1.827,UNID-BLL
4FGL J1701.2-3006,353.555,7.317,849.829,0.021,0.578,0.647,10.285,1.813,glc
4FGL J1701.3-4924,338.294,-4.525,123.702,0.084,0.825,0.638,1.388,0.917,UNID-PSR
4FGL J1701.8-2226,359.890,11.776,62.453,0.105,0.557,0.437,0.481,0.473,UNID-PSR
4FGL J1701.9-4625,340.666,-2.954,39.854,0.219,1.176,1.012,1.001,1.179,UNID-PSR
4FGL J1702.0-3721,347.904,2.779,59.617,0.111,0.964,0.608,0.631,1.218,UNID-PSR
4FGL J1702.3-2525,357.506,9.975,151.487,0.049,0.442,0.283,0.595,0.726,UNID-PSR
4FGL J1702.5-4803,339.483,-3.820,30.301,0.076,0.872,0.131,0.100,0.445,UNID-BLL
4FGL J1702.9-4131,344.749,0.120,224.025,0.051,1.775,1.051,28.699,1.264,young
4FGL J1703.6-2850,354.928,7.678,400.514,0.039,0.486,0.769,3.735,0.874,UNID-PSR
4FGL J1704.0-4226,344.099,-0.630,73.487,0.075,1.688,1.987,4.729,2.328,UNID-PSR
4FGL J1704.1-4140,344.772,-0.183,110.191,0.079,1.762,0.230,100.034,0.100,spp-psr
4FGL J1704.3-0754,12.675,19.513,38.027,0.194,0.600,0.618,1.082,0.100,UNID-FSRQ
4FGL J1704.8-4030,345.741,0.413,403.958,0.033,1.742,0.575,37.986,1.193,UNID-PSR
4FGL J1704.9-4303,343.713,-1.122,47.758,0.070,1.414,1.842,1.525,2.635,UNID-PSR
4FGL J1705.1-4748,340.007,-4.055,99.307,0.118,0.896,0.300,17.870,0.100,UNID-PSR
4FGL J1705.2-3850,347.122,1.391,124.187,0.079,1.269,1.173,3.953,1.814,UNID-PSR
4FGL J1705.4-4850,339.207,-4.666,91.162,0.131,0.745,0.898,1.446,0.790,UNID-PSR
4FGL J1705.5+5632,84.882,36.811,39.249,0.111,-0.572,-0.090,0.395,0.100,UNID-BLL
4FGL J1705.5+2907,50.973,34.671,29.389,0.164,-0.214,1.082,0.041,0.715,UNID-FSRQ
4FGL J1705.6-1909,3.155,13.006,210.914,0.067,0.313,1.334,2.171,0.722,young
4FGL J1705.8+2226,43.379,32.676,32.977,0.107,-0.250,0.541,0.034,0.654,UNID-FSRQ
4FGL J1706.2-4950,338.420,-5.403,101.545,0.094,0.690,0.960,1.220,0.857,UNID-PSR
4FGL J1706.2-4113,345.135,-0.235,64.090,0.131,1.696,0.469,5.119,0.842,UNID-PSR
4FGL J1706.4+6428,94.605,35.530,27.328,0.051,-0.542,0.570,0.003,17.793,UNID-BLL
4FGL J1706.5-4023,346.013,0.185,106.487,0.093,1.824,0.492,14.643,0.645,UNID-PSR
4FGL J1706.8+1319,33.572,29.088,53.474,0.121,-0.001,0.207,1.803,0.100,UNID-FSRQ
4FGL J1707.1-1931,3.051,12.486,74.324,0.073,0.373,1.255,0.256,2.446,bll-psr
4FGL J1707.5-3657,348.887,2.136,42.515,0.132,1.042,0.513,0.482,1.185,unk-psr
4FGL J1708.2+5519,83.327,36.540,157.559,0.038,-0.585,0.303,0.043,1.106,UNID-FSRQ
4FGL J1708.3-4127,345.381,-0.685,33.247,0.065,1.461,0.665,0.348,9.149,UNID-BLL
4FGL J1708.6-4312,344.008,-1.784,156.993,0.064,1.152,0.789,5.820,1.017,unk-psr
4FGL J1708.8-0923,11.981,17.829,51.627,0.102,0.450,0.736,0.303,0.910,UNID-PSR
4FGL J1709.0-3525,350.342,2.777,86.568,0.097,1.005,0.343,3.904,0.257,bcu-psr
4FGL J1709.2-0437,16.395,20.244,30.148,0.114,0.465,0.145,1.208,0.100,UNID-FSRQ
4FGL J1709.4-2127,1.777,10.932,34.914,0.073,0.485,2.000,0.111,4.854,UNID-BLL
4FGL J1709.4-4339,343.719,-2.271,49.419,0.174,1.220,0.773,1.699,1.387,UNID-PSR
4FGL J1709.4-0328,17.432,20.724,192.751,0.050,0.350,0.433,0.995,0.765,UNID-PSR
4FGL J1709.7-4429,343.099,-2.684,478465.572,0.008,0.997,0.446,254029.985,1.290,young
4FGL J1709.9-0900,12.530,17.764,86.178,0.089,0.520,1.195,0.744,0.990,UNID-PSR
4FGL J1710.0+4629,72.335,36.363,76.829,0.058,-0.493,0.402,0.020,1.875,UNID-BLL
4FGL J1710.3-3039,354.324,5.463,81.666,0.058,0.795,1.119,0.638,1.977,UNID-PSR
4FGL J1710.3-3943,347.052,0.035,268.630,0.057,1.697,1.061,29.313,1.473,bcu-psr
4FGL J1710.8+1135,32.161,27.350,38.601,0.264,0.027,1.811,0.615,0.287,UNID-FSRQ
4FGL J1711.0-3002,354.919,5.634,238.863,0.051,0.748,1.421,3.688,1.351,UNID-PSR
4FGL J1711.4-2526,358.765,8.280,95.365,0.082,0.633,0.905,1.099,0.817,UNID-PSR
4FGL J1711.6-3407,351.684,3.159,72.797,0.109,0.847,0.647,1.223,0.753,unk-psr
4FGL J1711.9-1922,3.860,11.656,236.543,0.035,0.421,0.630,0.854,1.588,UNID-PSR
4FGL J1711.9-4056,346.174,-0.910,32.402,0.059,1.516,0.983,0.368,14.988,UNID-BLL
4FGL J1712.5-4642,341.452,-4.541,65.564,0.137,0.839,0.745,1.353,0.565,spp-psr
4FGL J1712.5-3142,353.775,4.382,57.412,0.152,0.767,0.154,10.339,0.100,bcu-psr
4FGL J1712.9-4105,346.208,-1.155,37.078,0.056,1.427,-0.008,1.552,0.100,UNID-BLL
4FGL J1713.0-0521,16.320,19.138,68.988,0.169,0.467,0.430,1.757,0.180,UNID-FSRQ
4FGL J1713.0-4236,345.007,-2.072,91.272,0.068,1.174,0.216,4.458,0.152,UNID-PSR
4FGL J1713.6-4902,339.797,-5.898,29.132,0.114,0.667,0.753,0.259,0.573,UNID-FSRQ
4FGL J1713.8+0747,28.756,25.219,868.069,0.026,0.126,0.610,3.401,1.742,MSP
4FGL J1714.2-2928,355.798,5.394,112.997,0.067,0.650,0.610,1.519,0.632,glc
4FGL J1714.6+3228,55.512,33.546,58.481,0.049,-0.369,0.110,0.013,43.682,UNID-BLL
4FGL J1714.8-3849,348.261,-0.134,419.743,0.041,1.646,0.406,84.028,0.472,UNID-PSR
4FGL J1714.9-3324,352.684,3.019,156.991,0.062,0.946,1.358,2.449,2.440,UNID-PSR
4FGL J1714.9-5230,337.103,-8.071,26.816,0.192,0.412,0.852,0.223,0.318,UNID-FSRQ
4FGL J1715.5-0836,13.550,16.924,25.162,0.263,0.482,1.224,0.249,0.700,UNID-FSRQ
4FGL J1715.8-4549,342.595,-4.374,124.267,0.087,0.736,0.969,1.293,1.155,spp-psr
4FGL J1716.1-4342,344.451,-3.181,76.250,0.104,0.985,0.865,1.537,1.105,UNID-PSR
4FGL J1716.3-3421,352.042,2.234,121.180,0.076,1.068,0.551,3.026,0.864,bcu-psr
4FGL J1716.3+3434,58.085,33.601,48.398,0.116,-0.456,1.999,0.043,1.266,MSP
4FGL J1716.5-5631,333.851,-10.607,54.987,0.241,0.337,0.524,1.137,0.100,UNID-FSRQ
4FGL J1716.7-2808,357.165,5.749,485.884,0.032,0.737,0.627,7.037,1.056,glc
4FGL J1716.8+4310,68.381,34.915,85.586,0.071,-0.558,0.716,0.054,0.945,glc
4FGL J1716.9-4152,346.094,-2.221,82.394,0.161,1.120,0.169,4.767,0.100,UNID-FSRQ
4FGL J1717.0-3218,353.804,3.133,46.067,0.101,0.946,0.538,0.400,1.396,UNID-PSR
4FGL J1717.3-6045,330.271,-12.958,115.277,0.056,0.155,1.165,0.208,1.847,bcu-psr
4FGL J1717.5-5804,332.601,-11.510,261.601,0.039,0.237,1.977,1.095,2.485,UNID-PSR
4FGL J1717.5-4022,347.281,-1.481,43.701,0.087,1.201,2.000,0.801,3.280,UNID-PSR
4FGL J1717.6-4404,344.243,-3.628,110.119,0.086,0.932,0.904,2.169,1.159,UNID-PSR
4FGL J1717.8+1955,41.675,29.195,74.107,0.056,-0.208,0.221,0.054,0.498,UNID-BLL
4FGL J1717.8+3925,63.900,34.268,38.564,0.063,-0.439,1.062,0.011,2.988,UNID-BLL
4FGL J1717.8-3906,348.352,-0.766,66.669,0.088,1.391,0.645,2.935,1.077,UNID-PSR
4FGL J1718.0-3726,349.723,0.166,936.391,0.017,1.760,0.194,44.287,1.854,snr-psr
4FGL J1718.2-3825,348.938,-0.426,3311.030,0.019,1.528,0.704,732.674,0.542,young
4FGL J1718.3-3001,355.831,4.480,79.809,0.159,0.893,1.060,2.753,0.551,unk-psr
4FGL J1718.5-4122,346.568,-2.186,43.036,0.106,1.159,0.351,0.564,0.808,UNID-PSR
4FGL J1718.5+4237,67.760,34.538,72.435,0.066,-0.554,0.188,0.070,0.146,UNID-FSRQ
4FGL J1718.6-5821,332.463,-11.753,129.414,0.144,0.217,0.141,2.994,0.100,UNID-FSRQ
4FGL J1719.0-4038,347.261,-1.854,32.874,0.142,1.100,0.093,0.412,0.161,UNID-BLL
4FGL J1719.0-4221,345.807,-2.790,94.032,0.099,0.944,1.060,1.608,1.306,UNID-PSR
4FGL J1719.1-5348,336.331,-9.309,41.955,0.063,0.381,0.083,0.092,0.110,UNID-BLL
4FGL J1719.3-3424,352.366,1.674,45.514,0.112,1.274,1.905,1.251,2.498,UNID-PSR
4FGL J1719.4-2916,356.557,4.564,94.235,0.140,0.797,0.899,1.589,0.921,UNID-PSR
4FGL J1719.4-4242,345.574,-3.120,75.026,0.108,0.936,0.369,0.958,0.742,UNID-PSR
4FGL J1719.5-3858,348.720,-0.990,65.792,0.080,1.509,0.741,3.061,1.178,unk-psr
4FGL J1719.6-4320,345.075,-3.480,79.835,0.133,0.886,0.697,1.592,0.658,UNID-PSR
4FGL J1720.0-3117,355.002,3.325,80.107,0.141,1.050,0.129,34.805,0.100,hmb-psr
4FGL J1720.0-5101,338.550,-7.850,50.626,0.196,0.380,0.513,2.676,0.100,bcu-psr
4FGL J1720.1-4358,344.553,-3.906,81.549,0.079,0.895,0.329,1.014,0.640,UNID-PSR
4FGL J1720.2-4757,341.355,-6.157,85.400,0.163,0.614,0.634,13.711,0.100,spp-psr
4FGL J1720.6-2442,0.539,6.979,72.106,0.053,0.724,0.632,0.360,2.053,UNID-PSR
4FGL J1720.6-2653,358.720,5.731,128.295,0.060,0.960,0.315,5.536,0.182,UNID-PSR
4FGL J1720.6-3706,350.319,-0.052,59.100,0.074,1.715,1.840,5.753,1.775,unk-psr
4FGL J1720.6+0708,28.975,23.418,399.234,0.039,0.124,0.715,1.617,0.915,UNID-PSR
4FGL J1720.7-4629,342.430,-5.439,38.429,0.226,0.612,0.699,0.651,0.311,spp-psr
4FGL J1720.8-1937,4.839,9.765,47.748,0.104,0.586,-0.056,15.379,0.100,young
4FGL J1721.3-5257,337.258,-9.137,138.138,0.073,0.383,1.431,0.911,1.046,UNID-PSR
4FGL J1721.4+1131,33.451,25.127,65.228,0.080,0.116,0.059,0.743,0.100,UNID-BLL
4FGL J1721.7-4709,342.126,-5.960,49.657,0.062,0.574,0.731,0.139,2.520,spp-psr
4FGL J1721.7-3917,348.633,-1.499,120.020,0.058,1.343,0.669,3.558,1.181,UNID-PSR
4FGL J1722.1-4007,348.066,-2.112,63.509,0.161,1.030,1.584,1.051,2.062,UNID-PSR
4FGL J1722.1-3205,354.590,2.567,117.404,0.055,1.052,0.747,1.670,1.854,UNID-PSR
4FGL J1722.3-4056,347.335,-2.536,33.765,0.105,0.884,-0.100,5.532,0.100,UNID-FSRQ
4FGL J1722.6-4529,343.580,-5.151,425.859,0.038,0.626,0.312,5.680,0.519,spp-psr
4FGL J1722.6-3135,355.128,2.697,95.543,0.103,1.127,1.886,2.435,1.975,UNID-PSR
4FGL J1722.7-3258,353.944,1.928,52.812,0.203,1.300,1.172,2.467,0.924,UNID-PSR
4FGL J1723.0+2625,49.228,30.200,38.807,0.160,-0.318,0.831,0.051,0.597,UNID-FSRQ
4FGL J1723.1-2859,357.192,4.092,80.143,0.166,0.924,0.447,3.108,0.310,UNID-PSR
4FGL J1723.5-3342,353.457,1.373,118.121,0.076,1.452,0.547,11.718,0.484,UNID-PSR
4FGL J1723.6-4126,347.043,-2.998,46.035,0.063,0.933,0.111,0.281,0.270,UNID-BLL
4FGL J1723.7+3600,60.117,32.466,37.434,0.071,-0.355,0.623,0.010,2.303,UNID-BLL
4FGL J1724.5-3008,356.518,3.365,63.768,0.150,0.912,1.954,1.520,1.343,UNID-PSR
4FGL J1724.7-3737,350.308,-1.043,54.864,0.088,1.459,0.670,2.440,0.974,UNID-PSR
4FGL J1724.8-7854,314.110,-22.564,34.477,0.075,0.195,0.118,0.011,4.991,UNID-BLL
4FGL J1725.1-3408,353.209,0.769,60.243,0.099,1.553,0.767,2.669,1.774,unk-psr
4FGL J1725.1-1924,5.571,9.036,150.759,0.047,0.648,0.237,1.708,0.282,UNID-PSR
4FGL J1725.5+0840,31.012,23.000,34.015,0.082,0.078,-0.069,0.764,0.100,UNID-BLL
4FGL J1726.2-2903,357.511,3.520,80.120,0.102,0.913,0.667,1.242,0.867,UNID-PSR
4FGL J1726.2-3207,355.087,1.800,48.428,0.089,1.244,1.286,0.987,2.501,UNID-PSR
4FGL J1726.6-3524,352.477,-0.148,202.882,0.093,1.771,0.664,56.521,0.304,unk-psr
4FGL J1726.7-3930,349.111,-2.239,64.688,0.191,0.938,1.428,0.835,1.423,UNID-PSR
4FGL J1726.8-2659,359.401,4.552,77.954,0.068,1.040,0.427,0.736,1.276,UNID-PSR
4FGL J1727.0-3835,349.761,-1.872,27.620,0.230,1.061,1.493,1.150,0.979,spp-psr
4FGL J1727.1+5955,88.726,33.695,42.363,0.038,-0.544,0.018,0.003,3.543,UNID-BLL
4FGL J1727.4+0326,26.238,20.236,156.454,0.050,0.137,0.666,0.455,0.984,UNID-PSR
4FGL J1727.6-2304,2.811,6.556,160.402,0.039,0.778,0.603,1.161,1.970,UNID-PSR
4FGL J1727.6-3050,356.313,2.301,86.486,0.072,1.099,0.788,1.288,2.281,glc
4FGL J1727.6-0849,15.050,14.160,40.078,0.113,0.624,0.422,0.313,0.551,UNID-PSR
4FGL J1727.7-4041,348.157,-3.091,143.667,0.130,0.782,0.791,3.128,0.733,UNID-PSR
4FGL J1727.9-0654,16.758,14.937,37.947,0.063,0.657,0.549,0.133,1.554,bcu-psr
4FGL J1728.0-3550,352.138,-0.575,51.977,0.136,1.611,1.276,4.377,1.455,UNID-PSR
4FGL J1728.0-4606,343.596,-6.272,598.250,0.027,0.521,0.609,4.919,1.019,spp-psr
4FGL J1728.1-1610,8.751,10.191,111.401,0.062,0.536,0.943,0.759,1.170,MSP
4FGL J1729.0+6103,90.093,33.352,36.515,0.097,-0.500,1.245,0.011,2.415,UNID-BLL
4FGL J1729.1-3503,352.973,-0.347,25.340,0.071,1.693,0.996,2.622,1.883,UNID-PSR
4FGL J1729.2-3641,351.610,-1.269,217.561,0.046,1.474,0.033,156.868,0.100,unk-psr
4FGL J1729.2-2509,1.339,5.082,47.488,0.135,0.906,1.398,1.069,1.043,UNID-PSR
4FGL J1729.4-2831,358.583,3.190,166.166,0.099,0.974,1.210,5.341,1.031,UNID-PSR
4FGL J1729.4-2646,359.867,4.203,102.296,0.084,1.030,1.465,1.906,1.946,UNID-PSR
4FGL J1729.7-4242,346.649,-4.628,111.361,0.092,0.688,0.457,2.800,0.116,UNID-FSRQ
4FGL J1729.9-4148,347.409,-4.183,212.443,0.048,0.732,0.067,6.552,0.100,UNID-FSRQ
4FGL J1729.9-2952,357.392,2.368,49.345,0.094,0.998,1.935,0.779,3.727,UNID-PSR
4FGL J1729.9-2403,2.272,5.540,186.678,0.058,0.950,1.173,5.430,0.847,unk-psr
4FGL J1730.1-4343,345.794,-5.343,88.381,0.083,0.583,0.991,0.647,1.187,UNID-PSR
4FGL J1730.1-3422,353.677,-0.110,129.399,0.046,1.817,0.030,693.728,0.100,unk-psr
4FGL J1730.3-2913,357.994,2.706,61.714,0.114,1.035,1.184,1.015,1.850,UNID-PSR
4FGL J1730.4-0359,19.746,15.985,565.976,0.028,0.502,0.921,4.496,1.387,UNID-PSR
4FGL J1730.5+6018,89.228,33.188,87.033,0.129,-0.443,0.099,1.272,0.100,UNID-BLL
4FGL J1730.5-3352,354.123,0.099,407.674,0.053,1.729,0.108,10108.793,0.100,young
4FGL J1730.5-3543,352.560,-0.949,82.109,0.113,1.593,1.028,6.868,1.042,UNID-PSR
4FGL J1730.8-2303,3.152,6.008,182.752,0.063,0.795,0.389,17.093,0.100,MSP
4FGL J1730.8-3806,350.610,-2.427,108.372,0.094,1.045,1.100,1.717,1.806,UNID-PSR
4FGL J1730.8-1123,13.229,12.132,59.404,0.063,0.569,0.209,0.194,0.679,UNID-BLL
4FGL J1731.2-3234,355.258,0.652,283.165,0.036,1.662,1.023,29.127,1.455,spp-psr
4FGL J1731.4-2932,357.839,2.298,37.689,0.076,1.097,0.079,0.195,1.055,UNID-BLL
4FGL J1731.6-2904,358.236,2.495,55.442,0.051,1.101,0.140,0.211,5.603,UNID-BLL
4FGL J1731.6-3002,357.441,1.965,357.846,0.031,1.116,0.371,6.514,1.695,bll-psr
4FGL J1731.6+0630,29.589,20.777,64.875,0.169,0.076,0.939,0.713,0.306,UNID-FSRQ
4FGL J1731.9-2800,359.178,3.033,90.441,0.110,1.000,1.757,1.792,2.232,UNID-PSR
4FGL J1732.0-2659,0.101,3.516,77.803,0.081,1.060,0.529,0.861,1.830,UNID-PSR
4FGL J1732.2-4313,346.448,-5.315,31.044,0.087,0.596,-0.100,11.099,0.100,UNID-FSRQ
4FGL J1732.5-3131,356.312,1.008,20202.492,0.010,1.670,0.910,5944.106,1.936,young
4FGL J1732.8-3725,351.417,-2.200,105.506,0.066,1.106,0.553,1.564,1.227,unk-psr
4FGL J1733.0-2837,358.830,2.483,88.195,0.064,1.161,0.015,19.533,0.100,UNID-BLL
4FGL J1733.2-2915,358.300,2.159,63.037,0.111,1.088,1.097,1.175,2.329,UNID-PSR
4FGL J1733.4+2235,45.889,26.732,83.679,0.060,-0.145,2.000,0.105,2.110,UNID-PSR
4FGL J1733.4-3943,349.515,-3.600,292.733,0.043,0.855,-0.100,313.030,0.100,bcu-psr
4FGL J1733.5-2950,357.840,1.711,76.483,0.054,1.161,0.144,1.279,0.504,UNID-BLL
4FGL J1733.6-2431,2.313,4.676,67.457,0.099,0.986,1.425,1.171,1.596,UNID-PSR
4FGL J1733.9-2220,4.251,5.661,41.306,0.105,0.716,0.476,0.741,0.407,UNID-PSR
4FGL J1734.0-2933,358.152,1.824,65.534,0.072,1.158,0.571,1.026,1.972,UNID-PSR
4FGL J1734.5-2818,359.241,2.339,133.034,0.072,1.099,0.430,6.313,0.467,UNID-PSR
4FGL J1734.6-2912,358.477,1.865,61.355,0.058,1.159,0.161,0.513,1.527,UNID-BLL
4FGL J1735.1-3708,351.886,-2.494,52.214,0.093,0.976,1.250,0.654,1.871,UNID-PSR
4FGL J1735.2-1640,9.187,8.486,52.854,0.079,0.517,0.142,0.187,0.398,UNID-BLL
4FGL J1735.2-2153,4.764,5.713,74.219,0.073,0.716,0.522,1.797,0.373,UNID-PSR
4FGL J1735.3-0717,17.414,13.279,330.684,0.038,0.672,0.360,7.254,0.282,UNID-FSRQ
4FGL J1735.4-2944,358.114,1.401,66.403,0.095,1.219,0.733,1.353,2.157,UNID-PSR
4FGL J1735.7-3026,357.586,1.017,192.642,0.047,1.502,2.000,12.914,2.300,glc
4FGL J1736.1-3422,354.307,-1.173,340.018,0.038,1.215,0.741,12.143,1.504,young
4FGL J1736.1-2628,1.061,3.016,84.091,0.111,1.055,0.778,2.501,0.863,unk-psr
4FGL J1736.2-4443,345.563,-6.734,1845.886,0.020,0.546,0.484,29.332,0.634,glc
4FGL J1736.3-2929,358.492,1.433,176.729,0.082,1.226,0.485,35.603,0.278,UNID-PSR
4FGL J1736.6-1954,6.588,6.468,52.673,0.087,0.704,0.620,0.485,0.725,UNID-PSR
4FGL J1736.9-3357,354.778,-1.075,56.001,0.113,1.273,0.879,2.319,1.183,bcu-psr
4FGL J1736.9-3525,353.515,-1.877,29.113,0.178,1.075,1.871,0.498,2.392,unk-psr
4FGL J1737.1-2901,359.013,1.524,90.253,0.090,1.241,0.437,6.030,0.466,UNID-PSR
4FGL J1737.2-2808,359.692,2.045,67.659,0.147,1.189,0.518,1.062,1.662,UNID-PSR
4FGL J1737.2-2421,2.860,3.981,46.654,0.068,0.932,-0.006,0.145,1000.000,UNID-BLL
4FGL J1737.3-5300,338.505,-11.184,35.843,0.046,0.349,-0.100,3.077,0.100,UNID-BLL
4FGL J1737.3-3332,355.157,-0.909,147.345,0.073,1.275,0.780,16.254,0.629,UNID-PSR
4FGL J1737.5-0313,21.313,14.833,106.944,0.066,0.475,0.597,0.616,0.773,glc
4FGL J1737.5-4306,347.008,-6.097,55.200,0.168,0.608,0.026,34.436,0.100,UNID-PSR
4FGL J1737.6-2350,3.317,4.242,77.188,0.107,0.836,0.668,1.228,0.877,UNID-PSR
4FGL J1738.1-2453,2.591,3.552,196.783,0.086,0.928,0.268,142.469,0.100,UNID-PSR
4FGL J1738.2-2510,2.313,3.350,82.826,0.078,1.124,1.901,1.603,2.881,UNID-PSR
4FGL J1738.6-3627,352.837,-2.740,48.414,0.140,1.015,1.402,0.704,1.692,UNID-PSR
4FGL J1738.8-3241,356.007,-0.729,101.135,0.090,1.503,1.497,9.546,1.176,UNID-PSR
4FGL J1738.8-3418,354.631,-1.464,56.011,0.099,1.183,0.118,35.443,0.100,bcu-psr
4FGL J1739.1-1059,14.653,10.586,89.199,0.073,0.624,1.331,1.207,0.884,UNID-PSR
4FGL J1739.1-3446,354.321,-1.909,58.283,0.133,1.053,0.999,1.309,1.264,UNID-PSR
4FGL J1739.2-2717,0.641,2.091,44.883,0.075,1.105,0.950,0.546,2.834,UNID-PSR
4FGL J1739.2-2732,0.467,1.906,125.556,0.069,1.113,0.329,4.429,0.543,UNID-PSR
4FGL J1739.3-2531,2.149,2.996,234.039,0.046,1.036,0.512,7.229,0.741,UNID-PSR
4FGL J1739.4-3015,358.141,0.417,248.755,0.069,1.629,1.300,53.291,0.895,young
4FGL J1739.5-2929,358.716,0.929,81.462,0.141,1.467,0.942,5.429,1.243,UNID-PSR
4FGL J1739.5-3043,357.791,0.185,64.644,0.070,1.744,0.986,6.361,1.491,spp-psr
4FGL J1739.7-2836,359.583,1.301,98.100,0.080,1.297,1.141,3.416,2.303,UNID-PSR
4FGL J1740.1-1928,7.359,5.980,92.048,0.064,0.813,0.314,0.871,0.671,UNID-PSR
4FGL J1740.3-3058,357.684,-0.121,192.731,0.064,1.792,0.053,718.908,0.100,snr-psr
4FGL J1740.4-2850,359.468,0.985,139.310,0.050,1.476,0.547,10.819,0.867,UNID-PSR
4FGL J1740.5-2554,1.942,2.490,132.404,0.108,1.058,0.951,5.167,0.902,UNID-PSR
4FGL J1740.5+1005,34.113,20.278,82.882,0.112,0.139,0.101,8.193,0.100,young
4FGL J1740.6-3430,354.802,-2.009,151.677,0.085,0.995,0.445,4.180,0.656,UNID-PSR
4FGL J1740.7-6750,325.197,-18.712,121.551,0.102,-0.013,0.467,1.113,0.145,UNID-PSR
4FGL J1740.7-2640,1.367,2.147,180.240,0.064,1.116,0.833,5.183,1.312,UNID-PSR
4FGL J1741.1-1617,10.273,7.472,68.973,0.070,0.599,0.622,0.349,1.283,UNID-PSR
4FGL J1741.1-5341,338.184,-11.975,38.195,0.102,0.293,0.948,0.126,0.875,glc
4FGL J1741.1-3328,355.646,-1.625,70.310,0.066,1.091,1.336,1.506,2.520,UNID-PSR
4FGL J1741.3-3357,355.278,-1.889,36.698,0.099,1.046,0.703,0.591,1.245,UNID-PSR
4FGL J1741.4+1354,37.916,21.650,346.688,0.036,0.091,0.974,0.844,2.018,MSP
4FGL J1741.5-3119,357.514,-0.507,108.984,0.078,1.612,1.085,9.700,1.570,bcu-psr
4FGL J1741.5-2344,3.844,3.644,42.126,0.159,0.812,2.000,0.977,1.127,UNID-PSR
4FGL J1741.6-2730,0.736,1.526,124.494,0.077,1.228,0.572,11.008,0.497,UNID-PSR
4FGL J1741.9-2054,6.420,4.915,18203.351,0.014,0.748,1.284,2131.188,0.846,young
4FGL J1742.2-1229,13.673,9.231,26.896,0.150,0.613,0.068,0.789,0.100,UNID-BLL
4FGL J1742.3-3318,355.894,-1.699,439.077,0.040,1.170,0.639,23.015,0.687,young
4FGL J1742.5-2833,359.972,0.733,194.562,0.071,1.562,1.859,25.802,1.678,UNID-PSR
4FGL J1742.8-2246,4.998,3.706,190.700,0.070,0.831,0.701,3.480,0.987,UNID-PSR
4FGL J1743.0-3201,357.200,-1.009,101.473,0.086,1.478,0.293,44.529,0.118,UNID-PSR
4FGL J1743.1-3049,358.059,-0.524,50.556,0.082,1.698,0.597,2.410,1.879,UNID-PSR
