4FGL-DR4,glat,glon,significance,r95,variability,Ep,Fp,d,association,prediction,p_bll,p_fsrq,p_pulsar
4FGL J1038.8-5848,-0.243,286.480,10.446,0.103,5.101,0.468,11.017,0.534,unid,pulsar,0.076,0.074,0.850
4FGL J1039.2+3258,60.929,193.238,9.484,0.086,10.957,0.100,0.229,0.099,unid,bll,0.672,0.323,0.004
4FGL J1043.0+5316,54.718,156.313,13.945,0.199,195.413,0.100,1.727,0.279,unid,fsrq,0.045,0.946,0.009
4FGL J1043.4-0623,44.380,255.492,4.445,0.052,15.636,26.009,0.011,0.577,unid,bll,0.912,0.080,0.008
4FGL J1044.5-1439,38.091,262.649,5.695,0.128,10.854,1.047,0.033,0.526,unid,bll,0.811,0.124,0.065
4FGL J1046.7-6010,-0.967,288.006,17.479,0.095,16.071,0.603,42.070,0.691,unid,pulsar,0.001,0.004,0.995
4FGL J1047.2+6740,45.356,139.118,8.870,0.084,24.491,14.900,0.010,0.133,unid,bll,0.905,0.087,0.008
4FGL J1047.5-6532,-5.686,290.569,4.775,0.191,12.583,0.404,0.674,0.815,unid,pulsar,0.007,0.428,0.565
4FGL J1048.4-5030,7.727,283.776,9.330,0.033,7.047,24.680,0.081,0.292,unid,bll,0.921,0.071,0.008
4FGL J1048.5-5923,-0.167,287.855,19.373,0.058,5.494,0.754,51.345,0.969,unid,pulsar,0.006,0.013,0.981
4FGL J1049.8+2741,63.073,204.650,6.847,0.061,18.074,2.179,0.009,0.091,unid,bll,0.922,0.074,0.003
4FGL J1049.9-3658,19.824,277.507,6.959,0.106,16.633,5.219,0.020,0.350,unid,bll,0.940,0.059,0.001
4FGL J1054.0-5938,-0.078,288.588,5.155,0.186,9.325,1.197,0.821,0.696,unid,pulsar,0.000,0.000,1.000
4FGL J1054.7-6008,-0.491,288.883,6.991,0.054,9.386,0.100,3.530,0.100,unid,fsrq,0.626,0.366,0.008
4FGL J1055.6-0719,45.587,259.608,5.399,0.150,11.107,0.100,0.262,0.257,unid,fsrq,0.167,0.827,0.006
4FGL J1055.7-1807,36.771,267.931,5.010,0.078,13.509,0.100,0.529,-0.100,unid,bll,0.945,0.051,0.003
4FGL J1055.9+6507,47.851,140.552,13.529,0.062,111.443,0.100,0.182,0.042,unid,fsrq,0.177,0.812,0.011
4FGL J1056.2-6323,-3.345,290.446,5.600,0.174,9.556,0.161,6.824,0.694,unid,pulsar,0.241,0.547,0.212
4FGL J1057.6-4051,17.069,280.803,7.663,0.048,16.828,12.821,0.048,0.792,unid,bll,0.891,0.104,0.005
4FGL J1058.3+2134,63.715,218.910,5.102,0.058,5.798,21.139,0.006,0.250,unid,bll,0.903,0.086,0.011
4FGL J1058.4-6625,-5.995,291.962,10.502,0.037,21.436,5.028,0.098,0.080,unid,bll,0.917,0.082,0.001
4FGL J1058.9-6101,-1.071,289.732,9.161,0.139,15.135,0.557,4.812,0.360,unid,pulsar,0.211,0.150,0.639
4FGL J1059.4+0226,53.571,250.782,13.647,0.066,22.336,1.207,0.322,0.441,unid,bll,0.711,0.069,0.220
4FGL J1100.0-2044,35.060,270.684,8.319,0.086,9.736,1.388,0.045,0.344,unid,bll,0.896,0.092,0.012
4FGL J1102.1+1318,60.992,235.908,4.171,0.091,9.964,1.263,0.006,0.250,unid,bll,0.922,0.073,0.005
4FGL J1102.3+6715,46.584,137.861,5.612,0.094,17.887,39.108,0.006,0.225,unid,bll,0.910,0.080,0.010
4FGL J1103.0-2447,31.877,273.782,5.975,0.273,21.452,0.100,6.991,-0.040,unid,fsrq,0.224,0.763,0.013
4FGL J1105.1-2600,31.031,274.950,9.271,0.078,10.906,1.816,0.080,0.679,unid,pulsar,0.280,0.216,0.504
4FGL J1105.3-0626,47.743,261.658,5.216,0.054,10.014,47.631,0.049,0.632,unid,bll,0.918,0.073,0.009
4FGL J1106.2+7303,41.971,132.938,6.160,0.207,26.449,0.100,2.270,-0.056,unid,fsrq,0.391,0.600,0.009
4FGL J1106.4+0859,59.287,244.175,6.925,0.569,18.119,0.100,5.816,0.298,unid,fsrq,0.093,0.896,0.011
4FGL J1106.7+3623,65.993,183.692,17.076,0.163,257.397,0.127,1.162,0.252,unid,fsrq,0.043,0.947,0.010
4FGL J1106.7-1742,38.477,270.488,17.937,0.054,16.811,1.500,0.500,0.754,unid,pulsar,0.001,0.002,0.997
4FGL J1109.1-4853,10.611,286.145,7.257,0.126,30.247,1.002,0.114,0.659,unid,fsrq,0.458,0.514,0.027
4FGL J1109.8+4406,63.465,166.520,8.355,0.125,7.544,0.100,1.376,0.326,unid,fsrq,0.266,0.717,0.017
4FGL J1110.3-6501,-4.210,292.519,4.957,0.107,16.415,0.609,0.188,0.359,unid,bll,0.578,0.323,0.099
4FGL J1110.4-8023,-18.380,298.633,6.161,0.063,20.443,11.443,0.039,1.092,unid,bll,0.780,0.203,0.017
4FGL J1111.1-3231,25.755,279.562,4.404,0.170,12.174,0.100,0.518,0.112,unid,fsrq,0.532,0.462,0.007
4FGL J1111.4+0137,55.003,255.471,4.956,0.121,10.688,0.100,0.360,-0.062,unid,bll,0.908,0.089,0.003
4FGL J1112.2-6055,-0.332,291.170,12.465,0.048,6.400,0.919,30.676,0.560,unid,pulsar,0.004,0.012,0.984
4FGL J1115.1-6118,-0.568,291.633,16.888,0.037,7.306,0.100,22.204,0.096,unid,pulsar,0.485,0.150,0.365
4FGL J1115.9+1407,64.229,238.421,4.709,0.103,15.484,57.344,0.039,0.555,unid,bll,0.924,0.067,0.009
4FGL J1116.3+1818,66.422,229.892,4.094,0.126,18.193,0.100,0.090,0.160,unid,bll,0.777,0.218,0.004
4FGL J1118.1+5857,54.300,143.402,4.910,0.124,14.267,13.006,0.005,0.242,unid,bll,0.915,0.078,0.007
4FGL J1118.6-6159,-1.059,292.274,4.349,0.075,12.315,0.728,0.892,0.545,unid,pulsar,0.000,0.006,0.994
4FGL J1119.9-1007,46.638,269.063,7.926,0.119,29.424,0.190,0.063,0.100,unid,bll,0.895,0.101,0.004
4FGL J1120.1-2645,31.810,278.884,13.254,0.044,36.171,1000.000,0.404,-0.040,unid,bll,0.906,0.081,0.013
4FGL J1122.0-0231,53.347,263.400,9.392,0.124,26.531,0.100,1.291,-0.100,unid,bll,0.768,0.225,0.008
4FGL J1122.4-6237,-1.506,292.904,8.517,0.078,15.518,0.364,1.070,0.148,unid,bll,0.763,0.125,0.112
4FGL J1122.5-1440,42.960,272.942,6.450,0.097,16.740,0.100,3.238,-0.030,unid,fsrq,0.445,0.547,0.008
4FGL J1123.2-5111,9.302,289.148,7.240,0.129,7.424,1.093,0.092,0.442,unid,pulsar,0.310,0.389,0.301
4FGL J1123.8-4552,14.339,287.383,10.736,0.060,20.517,0.248,0.210,0.138,unid,bll,0.902,0.096,0.002
4FGL J1124.1-1203,45.456,271.735,5.405,0.167,52.449,1.299,0.034,0.712,unid,bll,0.585,0.397,0.018
4FGL J1124.2-3035,28.638,281.582,4.724,0.062,15.708,42.946,0.012,0.225,unid,bll,0.922,0.071,0.007
4FGL J1124.5-0658,49.943,268.141,4.744,0.087,11.284,0.100,0.555,-0.095,unid,bll,0.936,0.060,0.004
4FGL J1125.1+4811,63.074,155.709,4.040,0.064,22.922,3.568,0.003,0.642,unid,bll,0.863,0.118,0.019
4FGL J1125.2+2557,70.708,211.515,8.790,0.197,29.796,0.119,0.672,0.481,unid,fsrq,0.006,0.989,0.006
4FGL J1125.8-4004,19.906,285.670,4.556,0.062,27.137,3.965,0.011,0.418,unid,bll,0.915,0.082,0.002
4FGL J1126.0-5007,10.463,289.203,9.362,0.067,10.609,2.586,0.132,1.083,unid,pulsar,0.017,0.061,0.922
4FGL J1127.9-6158,-0.680,293.299,10.750,0.101,13.300,0.915,5.680,0.753,unid,pulsar,0.000,0.004,0.996
4FGL J1128.3-1301,45.072,273.652,4.166,0.096,14.779,4.575,0.006,0.364,unid,bll,0.915,0.081,0.004
4FGL J1129.1-5230,8.353,290.448,9.269,0.047,25.091,0.100,0.096,-0.034,unid,bll,0.948,0.048,0.004
4FGL J1130.5-6236,-1.185,293.778,5.212,0.057,12.169,0.100,0.670,-0.012,unid,bll,0.864,0.131,0.005
4FGL J1130.5+1400,67.030,243.719,4.421,0.145,27.195,0.100,0.061,0.086,unid,bll,0.874,0.120,0.006
4FGL J1131.6+4657,64.719,155.992,8.453,0.072,25.079,12.965,0.013,0.173,unid,bll,0.909,0.085,0.007
4FGL J1132.1-1448,43.860,275.900,9.920,0.058,39.856,2.711,0.064,0.254,unid,bll,0.938,0.061,0.001
4FGL J1133.1+5135,61.444,148.728,4.420,0.483,30.132,0.100,0.800,0.190,unid,fsrq,0.104,0.889,0.008
4FGL J1133.7-6223,-0.865,294.068,6.640,0.089,14.607,0.735,5.467,0.885,unid,pulsar,0.000,0.006,0.993
4FGL J1137.3+0535,62.176,260.313,4.885,0.219,9.496,0.624,0.024,0.272,unid,bll,0.901,0.092,0.007
4FGL J1138.4-3555,24.647,286.733,6.785,0.132,20.840,0.699,0.074,0.411,unid,bll,0.645,0.336,0.020
4FGL J1140.4+0022,58.282,267.501,5.002,0.170,14.454,0.745,0.030,0.519,unid,bll,0.788,0.163,0.048
4FGL J1140.7-0129,56.701,269.399,5.970,0.069,10.275,0.100,0.023,-0.019,unid,bll,0.913,0.077,0.010
4FGL J1146.0-0638,52.705,275.436,14.993,0.036,8.398,18.718,0.227,0.282,unid,bll,0.923,0.065,0.011
4FGL J1146.0-6822,-6.260,296.942,6.211,0.089,20.220,0.971,0.135,0.566,unid,bll,0.496,0.382,0.123
4FGL J1148.2-0029,58.471,271.546,5.705,0.082,11.271,0.100,0.771,-0.016,unid,bll,0.871,0.123,0.005
4FGL J1150.1-6324,-1.342,296.136,5.122,0.108,8.291,0.140,1.621,0.187,unid,bll,0.578,0.408,0.015
4FGL J1150.7-4613,15.363,292.108,10.731,0.054,16.264,0.100,0.600,0.048,unid,bll,0.724,0.270,0.005
4FGL J1150.8-1905,41.509,283.687,4.688,0.061,12.304,22.030,0.016,0.766,unid,bll,0.912,0.082,0.006
4FGL J1151.2-2929,31.573,287.542,4.511,0.134,16.052,16.523,0.011,0.249,unid,bll,0.917,0.078,0.005
4FGL J1153.2+0123,60.724,272.058,4.692,0.066,24.219,0.100,0.029,-0.078,unid,bll,0.923,0.067,0.009
4FGL J1153.4-8008,-17.554,300.356,4.533,0.063,9.631,13.199,0.016,0.772,unid,bll,0.923,0.073,0.004
4FGL J1153.7+1857,74.435,241.571,4.738,0.101,18.197,1.192,0.013,0.402,unid,bll,0.938,0.060,0.003
4FGL J1154.5-5952,2.219,295.842,8.597,0.132,13.738,0.545,1.905,0.955,unid,pulsar,0.004,0.042,0.954
4FGL J1155.2-1111,49.333,281.512,6.544,0.047,18.179,11.406,0.026,0.614,unid,bll,0.928,0.070,0.002
4FGL J1157.2-6059,1.197,296.404,5.055,0.140,6.705,0.314,0.898,0.382,unid,pulsar,0.084,0.735,0.181
4FGL J1157.7-6327,-1.207,296.978,9.735,0.112,13.406,0.476,14.302,0.903,unid,pulsar,0.004,0.012,0.984
4FGL J1158.8-1430,46.457,284.285,8.000,0.095,8.504,1000.000,0.257,0.038,unid,bll,0.902,0.086,0.013
4FGL J1201.4+8234,34.357,124.872,6.539,0.119,13.821,0.216,0.073,0.292,unid,fsrq,0.560,0.432,0.008
4FGL J1201.4-6703,-4.662,298.079,4.316,0.136,7.084,0.101,0.445,0.232,unid,fsrq,0.203,0.788,0.009
4FGL J1203.4-6145,0.591,297.291,8.745,0.188,13.537,0.578,4.584,0.744,unid,pulsar,0.006,0.024,0.971
4FGL J1203.5-1748,43.592,287.099,11.063,0.078,11.613,1.117,0.152,0.503,unid,pulsar,0.178,0.207,0.615
4FGL J1203.5-5745,4.526,296.557,5.618,0.184,6.129,0.410,0.460,0.521,unid,pulsar,0.026,0.535,0.439
4FGL J1203.7-6303,-0.684,297.560,6.640,0.075,17.489,0.795,4.212,0.743,unid,pulsar,0.000,0.006,0.994
4FGL J1203.8-5920,2.979,296.889,4.685,0.106,14.795,0.954,0.216,0.716,unid,pulsar,0.024,0.125,0.851
4FGL J1204.3-6111,1.167,297.284,5.414,0.267,12.664,0.432,3.321,0.955,unid,pulsar,0.015,0.096,0.889
4FGL J1204.5-5032,11.637,295.365,16.636,0.073,13.670,1.080,1.235,0.993,unid,pulsar,0.000,0.003,0.997
4FGL J1205.1-5951,2.498,297.138,4.114,0.094,14.406,0.234,0.069,0.076,unid,bll,0.928,0.067,0.005
4FGL J1205.3-6212,0.180,297.586,6.633,0.064,13.609,0.562,2.316,0.437,unid,pulsar,0.028,0.103,0.869
4FGL J1206.8-6038,1.763,297.488,5.712,0.183,16.658,0.791,0.532,0.599,unid,pulsar,0.003,0.012,0.985
4FGL J1206.8-5836,3.753,297.140,5.550,0.280,9.815,0.378,1.193,0.935,unid,pulsar,0.017,0.409,0.574
4FGL J1207.4-1840,42.979,288.629,4.966,0.069,26.905,0.937,0.020,0.244,unid,bll,0.911,0.086,0.004
4FGL J1207.4-4536,16.576,294.937,15.127,0.063,8.461,0.860,0.488,0.542,unid,pulsar,0.000,0.006,0.994
4FGL J1207.9-6443,-2.249,298.308,9.500,0.078,18.784,1.281,1.482,0.901,unid,pulsar,0.000,0.002,0.998
4FGL J1208.0-6900,-6.460,299.044,16.998,0.054,13.993,0.705,1.325,0.534,unid,pulsar,0.002,0.009,0.989
4FGL J1208.2+1158,71.774,267.091,8.394,0.057,18.769,0.629,0.045,0.222,unid,bll,0.880,0.111,0.009
4FGL J1208.5-5512,7.154,296.794,7.282,0.098,11.546,0.697,0.184,0.502,unid,pulsar,0.087,0.400,0.513
4FGL J1209.2-6009,2.289,297.701,5.403,0.193,12.803,0.610,0.689,0.629,unid,pulsar,0.002,0.024,0.974
4FGL J1209.2-7635,-13.921,300.427,5.192,0.081,13.965,0.236,0.035,0.111,unid,bll,0.907,0.085,0.008
4FGL J1209.4-6421,-1.849,298.412,5.106,0.155,6.641,0.358,1.685,0.458,unid,pulsar,0.082,0.666,0.252
4FGL J1210.1+3241,79.474,178.571,4.825,0.070,7.816,12.136,0.004,0.140,unid,bll,0.912,0.080,0.008
4FGL J1210.4-6250,-0.335,298.268,7.960,0.076,11.556,0.669,21.114,0.911,unid,pulsar,0.001,0.005,0.994
4FGL J1210.4-6100,1.468,297.986,4.290,0.138,21.136,0.667,0.213,0.280,unid,bll,0.861,0.121,0.017
4FGL J1213.6-5954,2.619,298.201,5.886,0.092,12.348,1.315,0.372,0.955,unid,pulsar,0.000,0.005,0.995
4FGL J1213.6+1236,72.988,269.720,5.648,0.051,10.439,6.253,0.011,0.484,unid,bll,0.933,0.064,0.003
4FGL J1213.9-4416,18.080,295.892,16.139,0.046,10.169,0.731,0.759,0.404,unid,pulsar,0.003,0.008,0.990
4FGL J1214.5-2318,38.778,292.035,5.897,0.070,33.226,2.109,0.029,0.385,unid,bll,0.926,0.073,0.002
4FGL J1214.7-5858,3.564,298.207,4.043,0.195,13.873,1.817,0.069,0.537,unid,bll,0.831,0.119,0.050
4FGL J1215.5-5457,7.553,297.743,4.326,0.188,19.663,0.349,0.275,0.777,unid,fsrq,0.006,0.961,0.033
4FGL J1216.2-0600,55.791,287.237,16.233,0.087,13.168,0.100,2.715,0.180,unid,fsrq,0.271,0.720,0.008
4FGL J1216.2-1550,46.197,290.669,4.431,0.083,7.320,2.882,0.007,0.207,unid,bll,0.907,0.088,0.006
4FGL J1216.4-6317,-0.683,299.008,4.330,0.062,12.582,44.251,0.131,0.478,unid,bll,0.936,0.056,0.009
4FGL J1216.4-1358,48.028,290.174,6.584,0.057,28.677,0.100,0.044,0.033,unid,bll,0.903,0.089,0.008
4FGL J1216.5-3539,26.671,295.017,4.045,0.125,19.668,0.100,0.212,0.238,unid,fsrq,0.219,0.777,0.004
4FGL J1216.7-5911,3.378,298.495,5.700,0.090,14.073,0.333,2.250,0.703,unid,pulsar,0.024,0.521,0.455
4FGL J1216.8-5955,2.656,298.606,9.682,0.111,10.971,0.474,1.928,0.450,unid,pulsar,0.040,0.229,0.732
4FGL J1217.2-2500,37.219,293.204,7.365,0.116,6.355,1.249,0.078,0.606,unid,pulsar,0.131,0.333,0.535
4FGL J1218.1-6028,2.127,298.835,4.329,0.161,13.249,0.376,0.673,0.522,unid,pulsar,0.018,0.466,0.515
4FGL J1219.8-2008,42.122,292.913,6.527,0.062,12.046,7.685,0.016,0.396,unid,bll,0.932,0.067,0.002
4FGL J1220.1-5558,6.635,298.532,11.426,0.075,21.230,0.333,0.712,0.260,unid,bll,0.554,0.333,0.113
4FGL J1220.1-2458,37.357,294.014,8.596,0.050,19.602,0.100,0.089,-0.039,unid,bll,0.952,0.044,0.004
4FGL J1220.5-2745,34.609,294.635,7.576,0.137,15.866,0.100,1.816,0.161,unid,fsrq,0.240,0.752,0.009
4FGL J1223.9-2220,40.091,294.616,4.055,0.215,9.436,0.203,0.070,0.319,unid,fsrq,0.510,0.478,0.012
4FGL J1224.6+7011,46.760,126.233,6.745,0.107,41.235,0.100,1.049,-0.020,unid,fsrq,0.496,0.495,0.008
4FGL J1225.9+2951,83.773,185.427,38.849,0.027,16.364,1.981,3.459,0.752,unid,pulsar,0.001,0.002,0.996
4FGL J1226.5+3023,83.651,180.621,4.318,0.072,10.411,0.100,0.153,-0.065,unid,bll,0.935,0.062,0.003
4FGL J1227.8-7004,-7.299,300.911,4.583,0.209,8.245,0.480,0.293,1.059,unid,pulsar,0.018,0.613,0.369
4FGL J1228.0-6918,-6.535,300.853,4.525,0.069,14.598,0.565,0.045,0.292,unid,bll,0.799,0.182,0.020
4FGL J1228.0+5039,66.053,132.067,4.988,0.198,19.891,0.255,0.061,0.443,unid,fsrq,0.239,0.751,0.010
4FGL J1229.5-3048,31.827,297.395,4.823,0.152,13.520,1.221,0.037,0.825,unid,pulsar,0.185,0.074,0.741
4FGL J1229.7-3259,29.663,297.704,4.131,0.073,8.107,0.628,0.013,0.212,unid,bll,0.929,0.067,0.004
4FGL J1230.7-3556,26.737,298.234,4.044,0.054,14.569,0.100,0.227,-0.100,unid,bll,0.956,0.042,0.002
4FGL J1231.3+3353,81.969,154.255,5.042,0.065,12.294,18.283,0.004,0.215,unid,bll,0.915,0.078,0.008
4FGL J1231.7-6653,-4.097,301.000,5.132,0.282,16.116,0.176,3.082,0.811,unid,fsrq,0.036,0.869,0.095
4FGL J1231.8-0450,57.675,293.797,4.342,0.081,15.698,1000.000,2.680,-0.100,unid,bll,0.918,0.067,0.015
4FGL J1233.0+1333,75.764,284.450,12.836,0.075,31.419,0.207,0.710,0.308,unid,fsrq,0.122,0.867,0.011
4FGL J1234.5-7055,-8.099,301.540,4.280,0.274,10.327,0.345,0.275,0.623,unid,fsrq,0.011,0.913,0.076
4FGL J1235.9+1136,74.054,288.984,4.421,0.173,7.655,2.074,0.016,0.558,unid,bll,0.938,0.048,0.014
4FGL J1239.7-3455,27.883,300.216,5.148,0.109,15.849,0.100,1.150,-0.100,unid,bll,0.907,0.088,0.005
4FGL J1240.8-2918,33.500,300.172,7.547,0.065,14.982,0.100,5.545,-0.100,unid,fsrq,0.464,0.525,0.012
4FGL J1241.9-6706,-4.248,302.012,4.494,0.058,5.266,3.303,0.031,0.677,unid,bll,0.871,0.098,0.031
4FGL J1242.6+3236,84.199,141.649,4.481,0.061,13.155,71.778,0.018,0.454,unid,bll,0.913,0.077,0.011
4FGL J1243.1-5500,7.845,301.730,6.545,0.045,23.235,154.500,0.047,0.084,unid,bll,0.909,0.078,0.012
4FGL J1243.1-6754,-5.044,302.152,4.939,0.200,13.440,0.417,0.657,1.041,unid,pulsar,0.013,0.399,0.588
4FGL J1243.5+5311,63.889,125.632,5.454,0.054,13.972,7.478,0.005,0.292,unid,bll,0.914,0.079,0.006
4FGL J1243.7+1727,80.167,292.092,4.824,0.065,4.741,5.864,0.005,0.106,unid,bll,0.881,0.104,0.015
4FGL J1244.3-6233,0.306,302.112,14.838,0.047,4.929,0.810,8.074,0.391,unid,pulsar,0.067,0.055,0.879
4FGL J1245.3+3327,83.532,134.333,5.210,0.122,21.157,0.116,0.059,0.247,unid,bll,0.689,0.305,0.006
4FGL J1245.4-0701,55.812,300.268,4.058,0.106,20.331,1.125,0.011,0.305,unid,bll,0.935,0.063,0.002
4FGL J1250.8-5424,8.465,302.851,7.058,0.115,11.880,0.100,0.301,0.075,unid,bll,0.694,0.302,0.004
4FGL J1250.9-4943,13.151,302.844,17.211,0.040,29.415,3.243,0.322,0.251,unid,bll,0.950,0.046,0.004
4FGL J1252.7-2520,37.521,303.293,4.596,0.184,16.616,0.171,0.201,0.364,unid,fsrq,0.085,0.911,0.004
4FGL J1254.7-4516,17.593,303.536,7.969,0.058,8.774,4.435,0.058,1.050,unid,bll,0.374,0.393,0.233
4FGL J1256.8+5329,63.624,121.128,5.274,0.083,22.219,0.229,0.048,0.262,unid,bll,0.708,0.284,0.008
4FGL J1256.8-1333,49.292,304.952,4.977,0.080,22.121,0.100,0.725,-0.100,unid,bll,0.925,0.071,0.004
4FGL J1256.9+2736,88.682,54.580,5.560,0.213,12.629,0.129,0.146,0.392,unid,fsrq,0.094,0.902,0.005
4FGL J1257.0-6339,-0.791,303.554,17.519,0.040,16.683,0.970,10.745,0.444,unid,pulsar,0.023,0.020,0.957
4FGL J1258.4+6554,51.209,121.789,6.014,0.087,20.064,0.100,0.018,0.034,unid,bll,0.897,0.093,0.010
4FGL J1258.5-3406,28.745,304.615,7.829,0.088,8.828,0.649,0.055,0.190,unid,bll,0.818,0.162,0.020
4FGL J1302.2-0032,62.209,308.723,4.881,0.165,16.147,0.120,0.094,0.254,unid,fsrq,0.549,0.446,0.005
4FGL J1302.5-6236,0.236,304.209,4.625,0.066,24.482,0.100,1.639,0.103,unid,fsrq,0.194,0.797,0.008
4FGL J1303.1-4714,15.587,304.996,9.479,0.079,7.626,1.886,0.151,0.803,unid,pulsar,0.015,0.049,0.936
4FGL J1304.6+0539,68.309,311.862,9.017,0.141,47.072,0.414,0.168,0.399,unid,fsrq,0.136,0.862,0.001
4FGL J1308.7+0347,66.291,313.754,10.867,0.065,15.755,1.926,0.089,0.495,unid,bll,0.882,0.095,0.023
4FGL J1308.9-5730,5.288,305.288,6.747,0.077,14.300,1.531,0.119,0.475,unid,bll,0.756,0.141,0.103
4FGL J1309.1-6223,0.406,304.980,13.933,0.079,8.470,0.852,32.680,1.034,unid,pulsar,0.002,0.008,0.990
4FGL J1309.3+8035,36.510,122.023,5.174,0.234,12.840,0.100,0.273,-0.032,unid,bll,0.906,0.091,0.002
4FGL J1309.4-7915,-16.411,303.808,5.788,0.092,14.411,5.883,0.021,0.440,unid,bll,0.941,0.058,0.001
4FGL J1310.2+6219,54.669,119.162,4.069,0.230,12.633,0.100,0.211,0.247,unid,fsrq,0.231,0.764,0.005
4FGL J1311.7-6617,-3.506,304.970,6.007,0.094,18.669,0.411,0.421,0.378,unid,fsrq,0.240,0.508,0.251
4FGL J1312.3-6257,-0.186,305.309,11.079,0.098,19.123,0.157,23.424,0.219,unid,pulsar,0.324,0.292,0.385
4FGL J1312.6-6231,0.243,305.372,10.652,0.101,7.834,1.828,4.920,0.792,unid,pulsar,0.002,0.005,0.993
4FGL J1313.2-4437,18.075,307.012,4.945,0.101,10.107,13.350,0.012,0.301,unid,bll,0.920,0.076,0.004
4FGL J1314.1+6854,48.081,119.872,4.417,0.051,7.677,1000.000,0.084,-0.021,unid,bll,0.897,0.093,0.011
4FGL J1315.7-6220,0.393,305.747,5.661,0.118,14.081,0.327,12.628,0.567,unid,pulsar,0.073,0.090,0.837
4FGL J1315.9-6243,0.014,305.742,8.989,0.103,5.440,0.781,5.279,0.452,unid,pulsar,0.038,0.054,0.908
4FGL J1317.5-0153,60.304,316.168,9.115,0.129,7.276,1.484,0.106,0.878,unid,pulsar,0.010,0.063,0.927
4FGL J1317.5-6316,-0.555,305.859,21.679,0.046,16.848,1.487,28.519,1.168,unid,pulsar,0.004,0.011,0.985
4FGL J1318.1-3937,22.950,308.507,5.837,0.191,26.374,0.100,3.971,-0.100,unid,fsrq,0.270,0.721,0.010
4FGL J1318.3-1148,50.518,313.339,4.717,0.221,23.254,5.863,0.012,0.187,unid,bll,0.914,0.083,0.004
4FGL J1318.5-6352,-1.157,305.909,4.490,0.087,4.974,7.464,0.127,0.426,unid,bll,0.886,0.095,0.019
4FGL J1318.8+2534,83.656,20.238,4.471,0.310,13.249,0.100,0.694,0.214,unid,fsrq,0.200,0.791,0.009
4FGL J1318.9-4556,16.659,307.925,5.756,0.063,13.294,0.100,1.485,-0.039,unid,bll,0.837,0.157,0.006
4FGL J1320.3-6410,-1.477,306.076,6.611,0.135,19.127,0.991,1.695,1.053,unid,pulsar,0.000,0.005,0.995
4FGL J1321.1-6239,0.016,306.336,8.323,0.139,10.885,0.729,6.142,0.571,unid,pulsar,0.006,0.015,0.979
4FGL J1322.0-4624,16.131,308.417,4.356,0.069,13.934,3.086,0.025,0.727,unid,bll,0.926,0.061,0.013
4FGL J1324.5-2338,38.607,312.654,5.870,0.040,18.980,0.100,0.503,-0.100,unid,bll,0.950,0.047,0.003
4FGL J1324.6-2525,36.847,312.303,4.357,0.072,10.837,10.243,0.005,0.229,unid,bll,0.917,0.077,0.006
4FGL J1325.3-5413,8.309,307.933,14.422,0.053,12.217,0.619,1.624,0.542,unid,pulsar,0.004,0.027,0.969
4FGL J1325.4-4706,15.361,308.921,5.111,0.121,16.347,0.669,0.267,0.778,unid,pulsar,0.016,0.339,0.646
4FGL J1326.0+3507,79.119,82.315,13.985,0.090,83.520,0.935,0.079,0.262,unid,bll,0.684,0.314,0.002
4FGL J1328.4-6231,0.045,307.189,7.452,0.165,5.919,0.278,19.863,0.667,unid,pulsar,0.059,0.058,0.883
4FGL J1328.9+5019,65.718,108.294,5.003,0.272,30.555,0.100,0.432,0.562,unid,fsrq,0.003,0.992,0.005
4FGL J1329.6+4739,68.152,105.439,4.497,0.057,12.424,4.584,0.003,0.161,unid,bll,0.906,0.086,0.008
4FGL J1329.8-1559,45.887,316.236,4.553,0.076,16.887,2.051,0.011,0.267,unid,bll,0.938,0.061,0.002
4FGL J1329.9-6108,1.384,307.564,27.717,0.034,21.054,1.793,12.046,0.742,unid,pulsar,0.003,0.007,0.990
4FGL J1330.2-3946,22.493,311.002,4.373,0.287,10.487,0.100,0.907,0.137,unid,bll,0.523,0.467,0.009
4FGL J1331.3-3818,23.904,311.483,5.540,0.199,16.024,2.392,0.025,0.307,unid,bll,0.954,0.045,0.001
4FGL J1333.2-4707,15.153,310.281,5.857,0.093,8.765,0.327,0.093,0.189,unid,bll,0.724,0.259,0.017
4FGL J1333.4+1540,74.955,345.492,4.759,0.095,22.865,0.100,0.128,-0.100,unid,bll,0.967,0.030,0.003
4FGL J1334.1-4154,20.253,311.391,6.216,0.089,15.883,0.100,1.755,-0.100,unid,bll,0.827,0.166,0.007
4FGL J1334.6-4435,17.603,310.973,7.637,0.082,5.570,0.200,0.786,0.416,unid,fsrq,0.079,0.878,0.043
4FGL J1334.8-3856,23.158,312.089,4.673,0.254,13.227,0.100,0.470,-0.024,unid,bll,0.883,0.113,0.003
4FGL J1335.5-4546,16.414,310.924,5.282,0.084,14.395,1.262,0.056,0.438,unid,bll,0.848,0.123,0.029
4FGL J1335.6+4759,67.431,103.393,5.040,0.088,23.806,1.880,0.006,0.457,unid,bll,0.902,0.094,0.004
4FGL J1335.6-4052,21.232,311.888,4.531,0.062,21.980,1000.000,0.149,-0.100,unid,bll,0.908,0.084,0.008
4FGL J1336.9-4611,15.950,311.094,6.278,0.097,17.970,0.498,0.348,0.788,unid,fsrq,0.011,0.608,0.382
