name,delta,ts,r95,glat,glon,eflux100,nbb,class1,variability,nickname,pindex,curvature,e0,sin_b,uw_name,category
4FGL J0002.3-0815,0.011853004278919003,40.26097403495805,0.05975337174212859,-67.83741238186514,89.05567810275664,1.2558031258310192e-12,1,bcu,13.427114486694336,011H-0206,2.17417962,0.01751175758708534,3513.717521161435,-0.9261171058244214,J0002.3-0815,bcu
4FGL J0002.4-5156,0.027465758752741487,29.910215859883465,0.09095873943919067,-63.52621944671388,319.9449387282037,6.196818500003456e-13,1,bcu,19.80480194091797,011H-0203,1.62833986,0.44076517882565835,7169.921942055049,-0.8951384550024866,J0002.5-5157,bcu
4FGL J0002.7+7220,0.04821805348251268,34.88090212317184,0.08129870270401254,9.781711191092143,119.20072850940672,1.0122456038561726e-12,2,spp,15.752294540405273,605P-0160,2.13829476,0.7008416752369073,4583.409242630018,0.16989494836626792,J0002.7+7217,other
4FGL J0002.8+6217,0.005226496626765082,1400.080723571591,0.028683858774394298,-0.05378429287412099,117.32485489452148,1.6184398122643483e-11,2,PSR,15.380499839782715,PSRJ0002+6216,1.04464248,0.4329964673806086,1603.933650429845,-0.0009387128586474948,J0002.9+6217,psr
4FGL J0003.1-1543,1.768828277355731e-05,31.74657715304056,0.08621358792868884,-74.02425353487061,75.9879324038038,5.552857107810635e-13,1,bcu,13.487526893615723,504P-1354,1.64338402,0.6437985742232144,5059.56336430643,-0.9613782882183126,J0003.1-1543,bcu
4FGL J0003.2+2207,0.09617025136802272,53.92238309199456,0.08867139034537434,-39.428134085529074,108.54688585128773,8.798200141559387e-13,2,bll,13.482685089111328,P88Y0010,1.94196344,0.6671869402064823,3573.022293508561,-0.6351098739062848,J0003.6+2206,bll
4FGL J0003.3-0703,3.4681391873165735e-05,34.02418214851059,0.09276220117572326,-66.91453311752682,91.09473865702084,1.1607218487798926e-12,2,bcu,7.4973464012146,204H-0075,1.96792881,-0.02050915334048109,4512.445663849448,-0.9199209843350467,J0003.3-0703,bcu
4FGL J0003.3+2511,0.07969198009167437,118.72328421333803,0.07735136536571442,-36.479386880257096,109.32978711151212,2.36965559290274e-12,3,,23.773937225341797,P88Y0011,2.34765917,0.15634296034978679,1222.0470123651355,-0.5945335472456496,J0003.2+2506,unid
4FGL J0003.3-1928,0.01725736157085582,252.08818748232443,0.04998083205236163,-76.58433792180442,65.12482958386997,2.2199312798069567e-12,5,bcu,58.547855377197266,P88Y0014,2.01853477,0.3850725687347789,1409.7726194026434,-0.9727124924566093,J0003.3-1928,bcu
4FGL J0003.3-5905,0.014476532150344742,42.40889260557015,0.07142301945581186,-56.95975095640577,314.2149928534716,6.477989213498889e-13,3,bcu,11.475375175476074,504N-1523,1.1450353,0.2579068945851193,3318.300282145085,-0.8382877639244962,J0003.4-5906,bcu
4FGL J0003.5+0717,0.009680800162220267,50.61509225389455,0.08577228215368295,-53.66413773747703,102.59316303712792,1.7441063006495109e-12,1,bcu,12.027016639709473,P88Y0013,2.41773549,0.07607943291870756,1230.2936168334625,-0.8055575747365629,J0003.5+0718,bcu
4FGL J0003.6+3059,0.024521085329975528,189.40316019277088,0.0536645301667137,-30.789387064030972,111.02460403883649,1.6228596227242648e-12,1,,7.740382671356201,P88Y0016,2.06721962,1.0001136677581846,1864.935113243116,-0.5118837503649493,J0003.7+3058,unid
4FGL J0003.9-1149,0.013053812231625744,174.74186966690468,0.04114111829323102,-71.06494605866749,84.62069855779725,2.369707565785779e-12,1,bll,7.867326736450195,P88Y0020,2.15052232,0.12668063257206263,1740.6866019219017,-0.9458870069323988,J0003.9-1148,bll
4FGL J0004.0+5715,0.045164254441940464,131.8982106705662,0.048763456700303576,-5.066649560582903,116.51519951845789,4.983809047686993e-12,1,,13.59241771697998,P88Y0018,2.53338041,0.10980989760581705,1113.1295521708823,-0.08831451126192173,J0003.9+5712,unid
4FGL J0004.0+0840,0.041044563309850554,46.78997941955458,0.06823630553530172,-52.35683883922744,103.49305439377629,9.202685991673452e-13,5,bll,19.49808120727539,P88Y0019,1.96480401,0.3143061381942258,3693.333530715228,-0.7918297935844505,J0003.9+0842,bll
4FGL J0004.3+4614,0.0042064414545323284,390.4626079268055,0.04869316693161778,-15.850879028854632,114.49021730485563,6.883760456727013e-12,5,fsrq,148.10792541503906,998N-0448,2.57859225,0.027416769041221922,540.8101551600435,-0.2731345954778325,J0004.3+4614,fsrq
4FGL J0004.4-4001,0.010284112223547722,174.74030005466193,0.05430294985417921,-73.83552531333956,336.9803886991951,3.5111109916745957e-12,6,,38.813873291015625,S8008-4703,2.67223009,-0.09858714889454667,611.0738090353625,-0.9604664849610836,J0004.4-4002,unid
4FGL J0005.5+6634,1.5727337262981882e-05,44.55435524927452,0.1645958656611832,4.11042831268551,118.38856224204693,4.091617439133733e-12,2,,6.913259506225586,03bN-0341,1.66963986,0.40498432835247566,1174.6993794890475,0.07167898574024038,J0005.5+6634,unid
4FGL J0005.6+6746,0.07787614039288732,31.64643679978326,0.10951489569910916,5.207400149881571,118.63045284237595,1.82993115513566e-12,7,,9.13716983795166,P88Y0039,2.46720044,0.4311416967106574,2272.55475242341,0.09076120486340415,J0006.0+6741,unid
4FGL J0005.9+3824,0.035263272238283606,235.34856441104785,0.0759777859105278,-23.647543381388836,113.24163233132701,4.709643633326603e-12,8,fsrq,55.45082473754883,P88Y0027,2.67023892,0.19626069773940324,790.3019463292436,-0.4011092819336831,J0006.0+3822,fsrq
4FGL J0006.3-1813,0.01482190639221797,41.901542180392426,0.08064460657075678,-76.3045648268561,71.14260544759378,1.46634671867372e-12,1,,13.523575782775879,504F-1877,2.388721,-0.040530561876006566,1178.6937357275124,-0.9715679861073071,J0006.2-1813,unid
4FGL J0006.3-0620,0.03157412982622525,38.390798415231984,0.10025282845019426,-66.60514220216314,93.5855506029301,1.2401112185622029e-12,2,bll,26.032304763793945,P88Y0029,2.2424488,0.05123826857399427,1905.9853400671975,-0.917790265359069,J0006.2-0620,bll
4FGL J0006.4+0135,0.03513242743775387,68.37274955690373,0.06983989168118437,-59.29232758583276,100.40939214233246,1.1479119753979714e-12,3,bll,6.389583110809326,P88Y0030,1.99837208,0.3461495052368868,2394.257877682115,-0.8597838976529986,J0006.2+0135,bll
4FGL J0006.4-5621,0.06251167063726203,66.57149059628136,0.06336192794895072,-59.60968662967466,315.2874574719931,1.4423188230107496e-12,2,bll,22.02671241760254,011N-0277,2.22071781,0.017588112264355082,1348.053530590656,-0.8625992087608466,J0006.2-5625,bll
4FGL J0006.6+4618,0.05390059588832912,52.34897571115289,0.046841876183701565,-15.889675648519257,114.97240746743798,7.43458846076861e-13,1,,11.483078956604004,P88Y0032,1.76562945,0.7263803813307601,7393.795110663828,-0.27378591430284466,J0006.9+4617,unid
4FGL J0007.0+7303,0.0008433532301397226,385259.7666327562,0.008158322649590492,10.462524850954871,119.66263161483145,4.3640994010293967e-10,9,PSR,8.232161521911621,PSRJ0007+7303,1.34896134,0.14978517226489907,1359.6287841796875,0.1815923741937542,J0007.0+7303,psr
4FGL J0007.4-0322,0.01944791629885842,39.79477548517752,0.0709203861304591,-64.01715961097142,97.12074919157607,5.96008160227595e-13,1,,12.367166519165039,605H-0312,1.55080271,1.0000202515043854,6699.70124042233,-0.8989252945126953,J0007.3-0322,unid
4FGL J0007.7+4008,0.01094875364868542,282.7217291648267,0.031078012261292195,-21.962001570842496,113.93910727400339,3.2535724890613144e-12,4,bcu,32.145877838134766,P88Y0033,1.95620678,0.14751722571294534,2638.1649826187645,-0.37399160487990435,J0007.7+4008,bcu
4FGL J0008.0+4711,0.011543518292466024,3413.5602587305475,0.013778740646916315,-15.023417731232355,115.32196378970909,1.721081541476807e-11,1,bll,8.622466087341309,P88Y0035,1.94725887,0.0928843222072262,1854.4456620997412,-0.25921381330965104,J0008.0+4712,bll
4FGL J0008.0-3937,0.07012377644975518,58.33383145579137,0.08943669092140104,-74.54584805743467,335.7735080625859,1.5522309334233945e-12,1,bcu,19.712507247924805,P88Y0034,2.55819166,0.12469130923026261,1007.0881063764562,-0.9638439887005997,J0008.1-3941,bcu
4FGL J0008.4+6926,0.007178533964787104,95.09472607402132,0.04530265547303984,6.879902787440893,119.14388624502756,4.7570634861792276e-12,14,,13.321476936340332,P88Y0036,2.47206305,0.08587259893811927,2156.1898689112486,0.11978860937474516,J0008.3+6926,unid
4FGL J0008.4-2339,0.013518823140655415,132.69641271565342,0.03917204170281816,-79.70365318006563,50.241169375959096,1.9170118577854413e-12,3,bll,13.54155158996582,P88Y0037,1.71786263,0.11562557521077599,6097.276493315659,-0.9838964363664882,J0008.4-2339,bll
4FGL J0008.4+6837,4.951657900728686e-05,594.297644930426,0.027550360847626246,6.077478238085339,119.01281662446435,1.330386652667895e-11,23,bcu,599.9205322265625,03bF-0106,2.50306232,0.13738892364156818,2017.8130971918608,0.1058732098727372,J0008.4+6837,bcu
4FGL J0008.4+1455,0.007419524157630127,377.36549188848585,0.030102143545686702,-46.674678327811826,107.7136657254251,4.178876803532011e-12,3,bcu,51.23292922973633,P88Y0038,2.00776793,0.11905975628467846,2071.8250730974164,-0.7274695915377382,J0008.4+1455,bcu
4FGL J0008.9+2509,0.07205260819188077,31.195875752484422,0.20645599742284143,-36.73686203787253,110.82651681496152,1.3932749795958145e-12,1,,20.425594329833984,504N-1434,1.89833032,0.18617001195737615,580.0962566092978,-0.5981408567856473,J0008.6+2507,unid
4FGL J0009.1-5012,0.1590339635423235,102.1699438248761,0.18295187223611994,-65.59246392709565,319.0278364746389,2.3257451092841906e-12,1,,27.35114860534668,S8008-4642,2.55226675,0.10847854922699796,919.0773876241194,-0.910629317598718,J0010.1-5013,unid
4FGL J0009.1+0628,0.009267356142282378,328.46324444026686,0.027593276645503186,-54.870369802073974,104.4650369451011,5.103812701639311e-12,3,bll,15.371203422546387,P88Y0041,2.19881912,0.019489063578903565,1425.6037190019651,-0.8178522472255698,J0009.1+0628,bll
4FGL J0009.2+1745,0.06272147802084331,58.254712638794445,0.11383286904751616,-43.96585419338428,108.99640948131662,1.1051244334733936e-12,1,,19.296682357788086,504F-1748,2.23840935,0.5551329757547685,1393.910971375194,-0.6942295517149843,J0009.4+1746,unid
4FGL J0009.3+5030,0.0054259700197261205,3839.2840177903417,0.01289424478254026,-11.806321381347935,116.12915350079784,2.038467153356507e-11,8,bll,234.30938720703125,P88Y0043,1.93300168,0.07997351886661619,2237.846172599044,-0.2046040479766277,J0009.4+5030,bll
4FGL J0009.7-1418,0.1355930986336684,61.91858642973239,0.05437280376596563,-73.7911333036977,83.4850450381216,1.4704192086195985e-12,1,,14.395337104797363,P88Y0047,2.2217586,0.06156240782043687,2051.216431730284,-0.9602504994553385,J0009.2-1414,unid
4FGL J0009.7-3217,0.019294238717135776,137.70060339500196,0.04509053122854438,-79.57435976321136,0.7403964984260283,2.473996224676631e-12,2,rdg,26.521512985229492,P88Y0049,2.26959441,0.009015386527222446,1439.659526680644,-0.9834905888295994,J0009.6-3217,bcu
4FGL J0009.8-4317,0.03487098122892026,212.1977395893191,0.03807587441833596,-71.79391849130302,327.8425885684303,2.871272217315487e-12,1,bll,17.16093635559082,P88Y0050,2.15459064,-0.008476774622645511,1701.5585112943113,-0.9499388942111116,J0009.7-4315,bll
4FGL J0009.8+1340,0.01615841634491677,34.65593180072028,0.06394259012382736,-47.974985979678564,107.77570632290012,6.163440879220632e-13,2,bcu,17.651344299316406,605F-0987,1.94127089,0.48315976939480865,3613.045306155983,-0.7428526276232171,J0009.9+1340,bcu
4FGL J0009.9+2810,0.039415816798407145,61.480770306661725,0.08084105358115526,-33.82604915135945,111.97305246478388,2.351878401892864e-12,3,,14.099163055419922,504F-1672,2.66781847,-0.09049683898776362,710.2037576722777,-0.5566733596470821,J0010.1+2809,unid
4FGL J0010.2-2431,0.04719287107492009,26.87145039474126,0.11362189249292642,-80.39641353299905,46.07990767701861,8.614360582858253e-13,2,,13.78459644317627,998F-0716,2.21775527,0.06899983712936875,2157.3509525050104,-0.9859855961394576,J0010.2-2434,unid
4FGL J0010.6+2043,0.04055872954596463,63.122833250439726,0.08163720630328719,-41.08780633582503,110.2224367637558,2.369406228636397e-12,12,fsrq,41.12005615234375,504F-1738,2.49454369,-0.033619317371180735,1052.381615899902,-0.6572148578578461,J0010.5+2046,fsrq
4FGL J0010.6-3025,0.04069515556168126,609.6910782995401,0.03952179890550421,-80.4445239355598,10.172631669666853,5.047645967950725e-12,12,fsrq,175.40003967285156,P88Y0055,2.32578203,0.23176624833524118,798.5851626959579,-0.9861253335557684,J0010.5-3027,fsrq
4FGL J0010.8-2154,0.017259428122513597,62.60100879013771,0.06598716218607334,-79.40870338111216,60.19856917250587,1.5085395256692613e-12,1,bcu,12.840210914611816,504N-1589,2.25699485,0.01847865623871847,1242.8948882370346,-0.9829632805079348,J0010.8-2155,bcu
4FGL J0011.4+0057,0.020878217997204098,846.3257744316361,0.032286698350544055,-60.30341574828088,102.44935479938167,8.321514904263634e-12,30,fsrq,346.1128234863281,P88Y0062,2.31070095,0.06749268672308073,939.445066569504,-0.8686610501852762,J0011.5+0058,fsrq
4FGL J0011.5+4822,5.5232932833598116e-05,43.3445036499761,0.23326849202821912,-13.960715207429788,116.11768106681937,1.4646126078906617e-12,1,,11.985382080078125,504P-1044,2.69270088,0.8223602435238009,709.817510506257,-0.24125655651485645,J0011.5+4822,unid
4FGL J0011.8-3142,0.024878719384084456,63.54961941723013,0.05791151836043412,-80.21060484150416,2.5388845495977197,1.285002896912378e-12,2,bcu,22.145917892456055,P88Y0063,1.9183924,0.016558812334532824,4745.653853754009,-0.9854393855784439,J0011.7-3143,bcu
4FGL J0012.0+7043,0.026841037985530197,139.5512003134936,0.03420792823821286,8.134510773285216,119.64692047360738,3.5409601938560267e-12,6,bcu,38.12263107299805,P88Y0064,2.23433126,0.12983813542096767,3227.369218357242,0.1414975239469254,J0011.8+7045,bcu
4FGL J0013.0+3355,0.0015585217650429977,137.16111678408924,0.03999117313306659,-28.27864993764547,113.89555490626829,2.2865057154217397e-12,7,fsrq,106.57360076904297,03bP-0234,2.18577433,0.0923664164868887,1926.55902861454,-0.47376008484732707,J0013.0+3355,fsrq
4FGL J0013.4+0950,0.012444727623475737,94.22215475386474,0.036978146672025695,-51.914763711285055,107.64466421759231,2.9519334589886578e-12,1,bcu,20.064353942871094,011H-0188,2.18613358,-0.1000248971037121,2982.107739476662,-0.7870939907831768,J0013.4+0949,bcu
4FGL J0013.6+4051,0.013975449034910577,68.99343361495994,0.054427371584872646,-21.459940174017316,115.24622990705382,2.3553004342689656e-12,1,agn,15.373019218444824,P88Y0067,2.50632408,-0.07121673467624934,1014.982946532776,-0.36585061169146554,J0013.5+4050,other
4FGL J0013.6-0424,0.0769128411715156,77.00632568215951,0.05685562847223185,-65.54835888078509,99.84566849150089,2.0067158295159447e-12,9,fsrq,42.150115966796875,P88Y0068,2.20140636,0.0264092919185277,2338.5774969363324,-0.9103109568117037,J0013.9-0422,fsrq
4FGL J0013.9-1854,0.005783382399262668,228.46823574375597,0.029628957745434392,-78.08708250351276,74.60318525246774,2.902385385310046e-12,1,bll,8.59061050415039,P88Y0069,1.80341639,0.04191717231042946,3712.5729924646216,-0.9784624709136521,J0013.9-1854,bll
4FGL J0014.1+1910,0.013057993858390743,99.06880959193222,0.07042832029777547,-42.83827713903518,110.88138838877288,1.9443544981980368e-12,6,bll,40.66387176513672,P88Y0071,2.29651901,0.17042704168549472,1396.6703116591943,-0.6799313297227103,J0014.1+1909,bll
4FGL J0014.1-5022,0.02662930396841695,160.4329730294412,0.0463495343863252,-65.69277981361424,317.3884454643051,2.637887867159985e-12,3,bll,14.434306144714355,P88Y0072,2.07626474,-0.01169873201563032,2943.36829609831,-0.9113514119953049,J0014.3-5022,bll
4FGL J0014.2+0854,0.02392570631817916,64.79757592908572,0.04983993357680101,-52.87514031744534,107.62832526977262,2.9326290108073704e-12,3,bll,16.29885482788086,S8008-4493,2.57907043,-0.05611834039509489,1255.4457094552376,-0.7973221318796745,J0014.3+0853,bll
4FGL J0014.3-0500,0.018424233525059504,264.22280669020256,0.03891307891765322,-66.16427414693672,99.50112714357796,4.227434999157025e-12,7,bcu,27.60722541809082,P88Y0074,2.35242286,0.06919838522957411,1636.4541749510006,-0.9147078658829643,J0014.3-0459,bcu
4FGL J0014.7+5801,0.013367168535399012,132.78208912583068,0.03191013336291028,-4.488995740043919,118.08455264989858,2.4523561426076315e-12,3,bll,15.140130043029785,P88Y0075,1.73453628,0.1556392963480535,10103.32001664083,-0.07826762577260658,J0014.8+5802,bll
4FGL J0014.8+6118,0.00856352522838215,307.2003668565303,0.02932477847913412,-1.2552348763677905,118.54895778679717,5.5144571138736686e-12,1,bcu,12.15870189666748,P88Y0077,1.9976316,0.18313750408123775,5145.652841533508,-0.021906229029341587,J0014.8+6118,bcu
4FGL J0014.9+3212,0.05609851183983579,319.20904099731706,0.05723210156477279,-30.012170839879452,114.0735359971686,4.633497053148871e-12,4,bcu,46.274044036865234,504S-1256,2.46743394,0.2029271011750211,680.379381179809,-0.5001839508982182,J0015.1+3214,bcu
4FGL J0015.2+3537,0.011637144903674165,60.27107147325296,0.037438144493526684,-26.688743213006116,114.7148396071607,1.0448916818689393e-12,4,bll,15.01301097869873,P88Y0079,1.78619446,0.0469130486727698,8140.841433247714,-0.4491434710586805,J0015.2+3536,bll
4FGL J0015.6+5551,0.007306503895938054,293.3279621023685,0.020463654964688757,-6.656117903531598,117.89539245934651,5.227197454866938e-12,1,bll,13.384140014648438,P88Y0081,1.97113474,-0.04262640686264474,4519.004052175384,-0.1159100464003008,J0015.6+5551,bll
4FGL J0015.9+2440,0.020740195110918062,157.03647757181898,0.04207745037743969,-37.49528403230579,112.73872164901827,2.663913295000441e-12,4,bll,16.81973648071289,P88Y0082,2.18404558,0.04875906722903167,1635.108323104905,-0.608696126696733,J0015.8+2440,bll
4FGL J0016.2-0016,0.012713386764804423,387.1230010510772,0.06581660487495705,-61.86515036499052,104.0069028141443,5.312547307631069e-12,17,fsrq,140.62033081054688,P88Y0083,2.58898526,0.3321531349787299,548.8850441540146,-0.8818402141825372,J0016.2-0017,fsrq
4FGL J0017.0-0649,0.03356493352696452,428.2501633942593,0.03433410126560056,-68.15618251974153,99.46034162060764,5.944227841733233e-12,7,bcu,39.60033416748047,P88Y0087,2.36599601,-0.005944810828795166,922.1609567570744,-0.9282015483868712,J0017.1-0651,bcu
4FGL J0017.1-4605,0.042343907231669385,71.88104648108128,0.1546224217485481,-69.82611760945206,320.435861796933,2.2315027339566615e-12,3,,13.605587005615234,P88Y0089,2.93998174,0.022018907845522406,348.2222804724261,-0.9386503253863817,J0017.0-4606,unid
4FGL J0017.4+6506,0.02727278806158241,29.71060019498691,0.07658722559444153,2.4789576431548275,119.34007562445278,1.4097322476426297e-12,2,,18.290843963623047,03bF-0122,2.06966382,0.21829977757676922,7194.901487271829,0.04325247557122013,J0017.2+6506,unid
4FGL J0017.5-0514,0.03689884572857375,1213.7206695361529,0.03545305432782342,-66.63276724886015,101.23895079871667,1.1599139478774731e-11,30,FSRQ,336.5447692871094,P88Y0090,2.59250993,0.05537403701008081,613.5180942782712,-0.9179816030294331,J0017.5-0511,fsrq
4FGL J0017.8+1455,0.06430813366316714,166.70451622200198,0.06422668412514879,-47.220565114129954,110.91109910139541,3.906804425537076e-12,1,bll,16.263166427612305,P88Y0091,2.50662518,-0.03901185949528596,802.3229961091882,-0.7339736883901365,J0017.7+1451,bll
4FGL J0018.4+2946,0.015517709196750886,251.62804379337467,0.02972311433458647,-32.544028588829036,114.45887958813474,3.111716220055441e-12,4,bll,13.713926315307617,P88Y0092,1.65344464,0.12409381541947373,5934.507745276461,-0.5379475486050489,J0018.5+2947,bll
4FGL J0018.8+5112,0.022875539221998677,35.08116384479217,0.19723469015477774,-11.349130126705413,117.75803556470849,1.8069902181969361e-12,1,,8.680909156799316,504S-0987,2.49142442,0.09084242941753695,1210.127196513553,-0.19678693198461414,J0018.9+5111,unid
4FGL J0018.8+2611,0.17776472720258055,97.06800467066932,0.09918081423191692,-36.231902678328694,114.04251287561718,2.064258746958732e-12,6,fsrq,90.94286346435547,03bN-0301,2.57457177,0.4725027991311359,714.1113281249981,-0.5910548970134587,J0019.5+2605,fsrq
4FGL J0019.2-5640,0.01304070512475424,215.2050209147856,0.04252678710352121,-59.88701899003748,311.77559869418883,2.664668133741889e-12,9,bcu,108.18138885498047,P88Y0094,2.23288454,0.035032261767198314,1909.0942553681652,-0.8650377754098313,J0019.1-5641,bcu
4FGL J0019.3-8152,0.0055845358509097115,568.7391393717844,0.02307206857305834,-35.165678217247674,304.319604349118,6.382499988806457e-12,3,bll,26.699419021606445,P88Y0095,2.02498552,0.030944574311841944,2404.4877930940465,-0.5759427200096542,J0019.2-8152,bll
4FGL J0019.6+7327,0.008786933477929653,316.56821713456884,0.034920473815811655,10.733543418015609,120.63814266345827,8.160968297164757e-12,19,fsrq,494.1492004394531,P88Y0096,2.51351703,0.1564216575215549,1330.0211411970236,0.18624184740337776,J0019.6+7327,fsrq
4FGL J0019.6+2022,0.03437577936009214,232.99349596339744,0.04033799278029886,-41.90602779779008,112.87874222864683,3.747343678064244e-12,7,bll,24.544933319091797,P88Y0097,2.18826129,0.023854250874011385,1610.393881438696,-0.66791085701034,J0019.5+2020,bll
4FGL J0020.3+6919,0.2518027495163316,91.19593132147564,0.12608917998475816,6.449839259272255,120.35970237989332,1.1728255347797852e-11,10,bcu,7.700611114501953,011N-0078,3.0,-0.07000024787613413,524.3311849349586,0.11233332806393642,J0022.6+6910,bcu
4FGL J0021.0+0322,0.006553605620859256,65.8443713793531,0.04921767479746912,-58.622284489369946,108.2245488852893,1.4239498265059117e-12,5,bll,24.258037567138672,P88Y0099,1.92067808,0.06811527514531956,4378.327609511116,-0.8537533730047651,J0020.9+0322,bll
4FGL J0021.5-2221,3.263453644970143e-05,38.21226136467885,0.15806207396800462,-81.70555858250667,66.40735886016176,1.4038374227206022e-12,4,bcu,20.07425880432129,211N-1277,2.40137291,0.09118760802380166,790.8909320831299,-0.9895397892108448,J0021.5-2221,bcu
4FGL J0021.5-2552,0.008381165590216752,833.3777148193913,0.02157458955089862,-83.19465926877757,41.98280534651522,5.8443486353917495e-12,9,bll,48.788124084472656,P88Y0101,2.07670291,0.08938229018392585,1440.7644330013927,-0.9929544669628858,J0021.5-2551,bll
4FGL J0021.6-0855,0.059038734692658405,67.40830950136296,0.05823269957983093,-70.5338198310124,100.40994793367653,1.521618078016335e-12,1,bll,20.35605812072754,504P-1342,2.10086567,0.059520378737110136,2291.5039062500014,-0.9428383621733527,J0021.7-0858,bll
4FGL J0021.7+4533,4.833521586345766e-05,35.574415814946406,0.08165464872433009,-16.99597813179952,117.50458383112036,6.479066010336862e-13,3,,18.937519073486328,504N-1238,1.0,0.5807047447210167,2705.373658414353,-0.29230457634106755,J0021.7+4533,unid
4FGL J0022.0+0006,0.005122799189723393,102.62630691105733,0.0355066780688131,-61.86159474672404,107.2151114346722,1.944932272439287e-12,2,bll,14.635919570922852,P88Y0104,1.73266633,-0.0708671855663201,7065.446333457887,-0.8818109494933558,J0022.0+0006,bll
4FGL J0022.0-5921,0.11518344992218811,48.35139900108334,0.04901260075766616,-57.41320417874365,310.0749513616056,8.221310153950808e-13,2,,19.921083450317383,S8008-4558,1.89447701,0.13091975391797406,5562.162544002774,-0.8425765378070205,J0021.2-5917,unid
4FGL J0022.1-1854,0.008695853323572448,1005.2306207153596,0.018761808941149018,-79.38069057434532,82.05038429012228,7.033732996697015e-12,1,bll,26.896915435791016,P88Y0106,1.80581562,0.13094540342147853,2755.43980280506,-0.982873299324391,J0022.1-1854,bll
4FGL J0022.5+0608,0.008437582961070231,3825.5017059234087,0.015798186940882135,-56.01378203877219,109.99780262021625,2.1190716967655665e-11,11,bll,239.23526000976562,P88Y0107,2.07697579,0.061374502751998516,1131.1290417756463,-0.8291720579232912,J0022.5+0607,bll
4FGL J0023.2+8412,0.07199790191938701,31.058731874916703,0.11660426970596557,21.45263710333184,122.18302730464603,5.432708633956621e-13,2,,13.461935043334961,605P-0087,2.12709349,0.880696658957314,1874.0036588462451,0.36573198261744033,J0023.3+8417,unid
4FGL J0023.4+0920,0.03437869951940165,864.0190362181747,0.03030685676629228,-52.86982042695153,111.38434082182354,6.291937018697554e-12,1,MSP,10.708779335021973,PSRJ0023+0923,1.0,0.38314626112816996,1404.1340300382144,-0.7972660886933972,J0023.2+0922,psr
4FGL J0023.6-4209,0.014344110081594866,35.4223177258973,0.1253508319655795,-73.94519895011966,321.8200521523544,1.486349501309988e-12,12,,27.932064056396484,P88Y0110,2.435473,-0.09186104342783219,1474.69375388164,-0.9609976205291434,J0023.6-4209,unid
4FGL J0023.7-6820,0.04220803795522886,235.31047282041985,0.08235966313407204,-48.584416058643974,306.7256067276783,3.5969200431612415e-12,8,fsrq,53.35165023803711,P88Y0108,2.65818958,0.23850752389095176,494.8426314822836,-0.7499311709532256,J0024.1-6820,fsrq
