name,log_nbb,pindex,curvature,log_e0,abs_sin_b,log_eflux,category,ts,r95,glat,uw_name,ra,dec
4FGL J0733.3-7615,0.602060,1.756871,0.099911,3.993251,0.404614,-11.972409,bll,46.132835,0.044261,-23.866921,J0733.2-7616,113.318235,-76.271034
4FGL J0734.3-4448,0.301030,2.012062,0.043104,3.704022,0.203970,-12.005415,bll,27.490694,0.050442,-11.769222,J0734.3-4448,113.575335,-44.811759
4FGL J0735.0-7255,0.477121,2.220845,0.387865,3.390711,0.386264,-12.030764,bll,41.039857,0.063171,-22.722220,J0735.1-7254,113.791484,-72.912807
4FGL J0736.9-3231,0.301030,2.562470,0.322056,2.909901,0.097187,-11.025337,fsrq,306.040008,0.053339,-5.577214,J0736.9-3232,114.239061,-32.534479
4FGL J0737.4+6535,0.301030,2.307978,-0.084612,3.314680,0.488698,-11.728535,bll,75.480182,0.046967,29.255073,J0737.5+6536,114.381277,65.611356
4FGL J0737.7-8047,0.301030,2.110320,0.004080,3.609519,0.421134,-11.875520,bll,31.387187,0.060337,-24.906188,J0738.2-8046,114.553026,-80.766916
4FGL J0738.6+1311,0.698970,3.000000,-0.086757,2.560831,0.281699,-11.429117,fsrq,94.002009,0.146289,16.361635,J0738.7+1312,114.679327,13.212896
4FGL J0739.6-4530,0.698970,2.202798,0.629475,3.334338,0.195384,-11.962072,X,45.395633,0.063913,-11.267131,J0739.4-4529,114.868339,-45.492736
4FGL J0741.0-5226,0.301030,1.912338,-0.061232,3.985465,0.244810,-11.882723,bll,32.828381,0.051081,-14.170585,J0741.0-5225,115.270688,-52.433087
4FGL J0741.9-4157,0.000000,2.026373,0.231043,2.915429,0.159672,-11.490170,bll,55.304667,0.133927,-9.187838,J0742.1-4158,115.538881,-41.967185
4FGL J0744.0+5033,0.602060,2.078392,0.062669,3.502587,0.481040,-11.961350,bll,41.047670,0.072874,28.753378,J0744.1+5032,116.042478,50.536899
4FGL J0744.9-4028,0.000000,2.050556,0.432490,3.320202,0.139196,-11.426813,X,223.647183,0.039208,-8.001319,J0745.0-4028,116.254435,-40.480457
4FGL J0745.6+0107,1.041393,2.280382,0.382155,3.301411,0.217364,-12.045578,fsrq,28.195287,0.130830,12.554277,J0745.6+0107,116.404638,1.125804
4FGL J0746.5-4113,0.301030,2.059057,0.080283,3.716264,0.140985,-11.755179,bll,60.538588,0.036408,-8.104847,J0746.5-4113,116.646528,-41.225857
4FGL J0747.2-0736,0.477121,1.899784,0.136749,3.699813,0.152466,-11.815256,bll,59.817984,0.054065,8.769855,J0747.2-0736,116.820949,-7.608098
4FGL J0747.8+7410,1.079181,2.900559,0.269297,2.706127,0.497622,-11.549335,fsrq,118.788998,0.150174,29.842801,J0747.7+7414,116.934067,74.243366
4FGL J0748.8-1501,0.477121,2.368447,0.283909,3.188543,0.094817,-11.847121,fsrq,32.700886,0.165664,5.440798,J0748.8-1501,117.205806,-15.020125
4FGL J0749.8-4420,0.000000,1.000000,0.397591,3.230210,0.158350,-11.718501,psr-like,70.918087,0.071977,-9.111130,J0749.8-4421,117.468292,-44.363604
4FGL J0750.5-7519,0.000000,2.194774,0.420823,3.289506,0.383530,-11.967002,X,35.771586,0.091813,-22.552540,J0750.5-7518,117.625845,-75.305834
4FGL J0751.6-5029,0.602060,1.697991,0.364824,2.981887,0.205100,-11.640675,psr-like,44.325535,0.206922,-11.835372,J0751.7-5033,117.933903,-50.558714
4FGL J0752.0-2931,0.000000,2.337338,0.694531,3.107890,0.022528,-11.356717,X,153.178640,0.093630,-1.290861,J0751.9-2930,117.985898,-29.513885
4FGL J0753.2+4319,0.602060,1.680144,0.198631,3.977368,0.485778,-12.153265,bll,34.407644,0.053257,29.063461,J0753.3+4319,118.348660,43.327559
4FGL J0753.4+4650,0.000000,2.403532,-0.054293,3.173007,0.495366,-11.717962,bll,56.073999,0.061139,29.693872,J0753.4+4650,118.363202,46.848717
4FGL J0753.8-4700,0.477121,1.894185,0.277645,2.945941,0.170402,-11.667601,bll,33.496848,0.134421,-9.811201,J0753.8-4700,118.450547,-47.006121
4FGL J0754.9-3953,0.000000,2.264614,0.750522,3.418794,0.105671,-11.479498,X,214.898205,0.035410,-6.065807,J0754.8-3952,118.720781,-39.875873
4FGL J0755.6+1855,0.301030,1.819176,0.243926,3.665294,0.380818,-12.006149,bll,48.972778,0.072005,22.384341,J0755.6+1856,118.912005,18.946740
4FGL J0755.9-0515,0.301030,2.893655,0.043665,2.587746,0.204879,-11.351482,fsrq,112.788774,0.108535,11.822443,J0756.0-0513,119.001405,-5.224954
4FGL J0757.9+7304,0.477121,1.894619,0.113920,3.653243,0.510335,-11.930339,bll,104.609863,0.036778,30.686177,J0757.8+7303,119.473676,73.064402
4FGL J0758.8-1450,0.000000,2.033444,0.493695,3.209440,0.132597,-11.185770,X,848.315385,0.027602,7.619716,J0758.8-1449,119.701960,-14.826539
4FGL J0800.7-1059,0.301030,2.343922,0.207664,3.164744,0.173765,-11.629111,bll,104.733388,0.053116,10.006778,J0800.8-1058,120.208408,-10.970011
4FGL J0800.9+0733,0.000000,1.764025,0.473116,3.771842,0.323231,-11.926570,bll,93.651967,0.042373,18.858429,J0800.8+0733,120.223562,7.551508
4FGL J0801.0-0618,0.845098,2.434140,0.062329,3.431208,0.214628,-11.693773,bll,53.576982,0.057725,12.393707,J0801.1-0619,120.279607,-6.319814
4FGL J0803.2-2522,0.000000,2.405536,-0.060122,3.258362,0.052056,-11.443222,bll,66.354063,0.052389,2.983940,J0803.1-2522,120.778326,-25.368589
4FGL J0803.5-5145,0.477121,1.659801,0.381486,2.984345,0.187663,-11.699190,psr-like,25.017374,0.231769,-10.816426,J0803.7-5148,120.935763,-51.811163
4FGL J0805.3-7425,0.000000,2.239266,0.010341,3.305754,0.363643,-11.677249,bll,59.509751,0.049979,-21.324074,J0805.2-7425,121.310138,-74.429518
4FGL J0806.8+5659,0.477121,2.141115,0.027341,3.423888,0.538239,-11.995822,bll,31.279265,0.106899,32.563842,J0806.4+5654,121.612621,56.901688
4FGL J0807.2+3312,0.000000,2.181517,0.569348,3.359682,0.491427,-12.132891,X,46.735687,0.071706,29.434393,J0807.2+3311,121.802469,33.198332
4FGL J0809.8+0507,0.903090,2.797429,0.260851,2.576083,0.336969,-11.607874,fsrq,58.717837,0.259748,19.692302,J0809.4+0510,122.353924,5.181408
4FGL J0810.0-0505,0.778151,2.351994,-0.053650,3.206158,0.258127,-11.727536,bll,44.519119,0.057741,14.958932,J0810.2-0507,122.559178,-5.118781
4FGL J0811.0-5636,0.301030,1.000000,0.539210,3.414394,0.214142,-11.970486,psr-like,41.098637,0.077725,-12.365182,J0810.8-5635,122.717486,-56.587045
4FGL J0813.9+0124,0.954243,2.769183,-0.050317,2.774822,0.324701,-11.496174,fsrq,68.893283,0.133870,18.947440,J0814.0+0123,123.500547,1.389996
4FGL J0815.5+6554,0.698970,2.446998,-0.091924,3.202369,0.546517,-11.770446,fsrq,56.194404,0.057276,33.128384,J0815.4+6553,123.865481,65.894789
4FGL J0817.7-5258,0.477121,2.588922,0.367774,3.043168,0.166055,-11.644369,fsrq,42.148893,0.107036,-9.558506,J0817.6-5251,124.410526,-52.853985
4FGL J0821.0-0651,0.301030,1.983398,0.431378,3.541524,0.282433,-12.003283,bll,60.450739,0.048678,16.405444,J0821.0-0650,125.262575,-6.844575
4FGL J0822.8-4207,0.000000,2.057748,-0.035271,3.889840,0.049523,-11.196782,bll,78.306920,0.070623,-2.838598,J0822.9-4209,125.735951,-42.152946
4FGL J0826.0-0157,0.301030,2.371704,0.116195,3.008482,0.341642,-11.756603,fsrq,59.230326,0.089645,19.976961,J0826.2-0159,126.554168,-1.985242
4FGL J0826.1-5053,0.477121,2.170246,0.593850,3.439908,0.128512,-11.474339,X,188.072233,0.038330,-7.383613,J0826.1-5055,126.549553,-50.917153
4FGL J0826.2-2344,0.477121,2.474606,0.019325,3.197869,0.144006,-11.688920,fsrq,33.982274,0.088159,8.279714,J0826.2-2344,126.569248,-23.740667
4FGL J0827.0-4111,0.301030,2.266447,-0.007311,3.562523,0.028881,-11.328120,bll,47.046945,0.057062,-1.654978,J0827.0-4110,126.757974,-41.181457
4FGL J0827.6-0059,0.602060,1.964167,0.106681,3.505355,0.353289,-11.879482,bll,57.401519,0.060865,20.688609,J0827.3-0102,126.837607,-1.046888
4FGL J0828.0+5659,0.602060,1.860955,0.028924,3.856004,0.580764,-12.161093,bll,29.206488,0.063350,35.504280,J0828.0+5658,127.010847,56.979757
4FGL J0828.4-4444,0.477121,2.595417,0.565293,3.620352,0.061325,-11.157659,X,133.868285,0.082514,-3.515848,J0828.7-4448,127.183910,-44.814125
4FGL J0829.3+3729,0.000000,2.615950,0.401404,2.718592,0.569730,-11.676264,fsrq,74.882432,0.161642,34.731371,J0829.2+3728,127.306774,37.471231
4FGL J0830.1-5454,0.000000,2.446931,0.831239,3.231268,0.157845,-11.914803,X,35.166506,0.113991,-9.081853,J0830.6-5450,127.655311,-54.839659
4FGL J0836.6-6036,0.301030,2.127287,0.645983,3.505428,0.203489,-12.056623,X,43.224953,0.066419,-11.741085,J0836.6-6034,129.157326,-60.579041
4FGL J0837.8-4048,0.000000,1.089863,0.555837,3.247044,0.003086,-11.472112,psr-like,36.147926,0.150287,0.176792,J0837.8-4052,129.470017,-40.869880
4FGL J0838.4-3952,0.000000,1.710668,0.434326,3.027911,0.016323,-11.205524,psr-like,56.552282,0.198217,0.935284,J0838.8-3951,129.701663,-39.850922
4FGL J0838.5+4013,0.301030,1.723420,-0.040949,4.010002,0.600337,-12.131531,bll,34.015275,0.046162,36.894057,J0838.3+4019,129.596744,40.322603
4FGL J0838.9-2502,0.301030,2.655551,0.277212,3.070615,0.172181,-11.830186,fsrq,28.517270,0.222120,9.914644,J0838.5-2452,129.648187,-24.867167
4FGL J0839.6-8341,0.301030,1.785560,-0.046467,3.937488,0.408747,-11.909020,bll,41.092865,0.053463,-24.126145,J0839.6-8341,129.915675,-83.692391
4FGL J0840.5-4122,0.477121,2.709841,0.680096,3.091205,0.004709,-11.338801,X,45.742068,0.203018,0.269801,J0840.3-4119,130.092747,-41.328986
4FGL J0843.9-4224,0.000000,1.570976,0.436866,3.091364,0.000681,-11.310466,psr-like,31.506263,0.238681,-0.039034,J0843.0-4228,130.760704,-42.469944
4FGL J0844.1-4330,0.301030,2.786364,0.845782,3.202344,0.007716,-11.239650,X,90.279314,0.215371,-0.442111,J0844.3-4325,131.094740,-43.431171
4FGL J0844.5+3035,0.000000,2.418249,-0.023792,3.081453,0.594933,-11.913211,bll,27.449269,0.079830,36.507887,J0844.5+3035,131.132522,30.587397
4FGL J0844.9-4117,0.000000,2.816914,0.210060,3.002414,0.017757,-10.857902,fsrq,153.904236,0.123986,1.017476,J0844.9-4112,131.226678,-41.204677
4FGL J0845.9+6822,1.255273,2.810243,0.169419,2.804808,0.580981,-11.855769,fsrq,36.319152,0.182435,35.519560,J0845.9+6822,131.478441,68.377287
4FGL J0847.1-5954,0.477121,1.961594,0.071182,3.709495,0.178441,-11.764892,bll,75.671486,0.031069,-10.278944,J0847.3-5954,131.825637,-59.909924
4FGL J0847.8-4138,0.000000,1.568588,0.457987,3.162431,0.021624,-11.311560,psr-like,52.704408,0.115976,1.239034,J0847.9-4134,131.995047,-41.569856
4FGL J0848.2-4527,0.000000,2.173149,-0.008685,3.731569,0.020251,-11.175952,bll,74.634093,0.050310,-1.160397,J0848.3-4527,132.076330,-45.455227
4FGL J0848.8-4328,0.477121,2.703924,0.284230,3.164248,0.002244,-10.854657,fsrq,222.827418,0.082637,0.128588,J0848.6-4329,132.167186,-43.489620
4FGL J0849.2-4410,0.000000,2.530740,0.117659,3.452674,0.003142,-11.337874,bll,33.426809,0.144508,-0.180027,J0849.2-4405,132.301127,-44.097283
4FGL J0849.6-5836,0.000000,1.702083,0.367072,4.074380,0.160719,-12.051143,bll,35.442718,0.054061,-9.248655,J0849.5-5836,132.385048,-58.602545
4FGL J0850.3-4448,0.301030,2.750716,0.438368,3.309822,0.008113,-11.379101,X,46.906774,0.152975,-0.464862,J0850.3-4448,132.596999,-44.805190
4FGL J0851.1-1806,0.000000,2.712146,-0.099015,2.835596,0.279931,-11.523550,fsrq,52.023235,0.077231,16.256092,J0851.1-1808,132.779039,-18.135127
4FGL J0851.2-4737,0.000000,2.356180,-0.100029,3.572496,0.037391,-11.163181,bll,48.288388,0.067378,-2.142848,J0851.2-4737,132.810094,-47.625225
4FGL J0853.1-4407,0.000000,2.717081,0.672187,3.210073,0.008178,-11.311729,X,77.024759,0.129671,0.468549,J0853.4-4400,133.365024,-44.004533
4FGL J0853.2-4218,0.000000,2.672181,0.399707,3.068755,0.027171,-11.200187,fsrq,78.445149,0.104990,1.556954,J0853.3-4217,133.343577,-42.289523
4FGL J0853.6-4306,0.000000,1.998335,0.383321,3.013339,0.018483,-10.762102,psr-like,230.093498,0.107759,1.059037,J0853.7-4308,133.429374,-43.140587
4FGL J0853.9-5501,0.000000,2.382072,0.462166,3.305713,0.114453,-11.859310,X,39.606352,0.147308,-6.572075,J0853.7-5503,133.446154,-55.061988
4FGL J0854.8-4504,0.000000,2.224745,0.412113,3.349619,0.000564,-10.685131,X,1510.959374,0.022341,-0.032307,J0854.8-4504,133.709838,-45.075194
4FGL J0854.9-4426,0.301030,2.503114,-0.010860,3.472394,0.006849,-11.046230,bll,65.377200,0.077132,0.392419,J0854.9-4426,133.737900,-44.440568
4FGL J0855.0-6026,0.301030,2.253541,0.392866,3.256122,0.171453,-11.798132,X,67.095477,0.083182,-9.872295,J0855.3-6030,133.828307,-60.508848
4FGL J0856.2-0810,0.698970,1.628420,0.122166,4.097404,0.391369,-12.163231,bll,28.718326,0.058129,23.039707,J0856.2-0810,134.050703,-8.178216
4FGL J0857.0-4353,0.000000,1.483300,0.606120,3.245292,0.018283,-11.301534,psr-like,45.378864,0.168475,1.047572,J0856.7-4349,134.199956,-43.819078
4FGL J0857.4+6615,0.000000,2.492043,0.179346,3.060294,0.604629,-11.902808,fsrq,39.311241,0.137375,37.202150,J0857.4+6615,134.366992,66.264791
4FGL J0857.7-4256,0.301030,2.290540,0.671926,3.105577,0.031241,-11.304417,X,93.875017,0.115241,1.790242,J0857.8-4253,134.454571,-42.893767
4FGL J0858.4-4615,0.000000,2.871386,0.306977,3.139140,0.006405,-11.158230,fsrq,51.838753,0.191300,-0.366969,J0858.2-4617,134.573777,-46.297762
4FGL J0859.2-4729,0.000000,2.590549,0.276971,3.174852,0.018238,-10.763965,fsrq,466.175852,0.053413,-1.045023,J0859.1-4730,134.796444,-47.509923
4FGL J0859.3-4342,0.301030,2.834300,0.397082,3.198438,0.025798,-10.976098,fsrq,183.902634,0.087728,1.478288,J0859.0-4338,134.770038,-43.637471
4FGL J0859.8-4530,0.000000,2.223310,0.284731,3.008633,0.004593,-10.968578,bll,72.684852,0.222825,0.263174,J0859.5-4534,134.877029,-45.578782
4FGL J0900.1-4402,0.000000,1.501984,0.533261,3.236228,0.023721,-11.032187,psr-like,154.589669,0.090510,1.359223,J0900.1-4402,135.042374,-44.044807
4FGL J0900.2-4608,0.000000,2.578365,0.504023,3.487897,0.000191,-11.572560,X,43.832262,0.087046,-0.010958,J0900.0-4606,135.015885,-46.107185
4FGL J0900.2-2549,0.301030,2.268727,0.008971,3.421562,0.228645,-11.788741,bll,31.321936,0.079566,13.217305,J0900.3-2549,135.096961,-25.829665
4FGL J0900.5-4434,0.000000,2.895175,0.443942,3.200564,0.019902,-11.026005,X,138.494844,0.100738,1.140393,J0900.7-4429,135.178656,-44.488912
4FGL J0901.1-4456,0.000000,2.576564,0.057806,3.309053,0.015963,-10.729431,bll,272.894415,0.070137,0.914656,J0901.0-4453,135.262633,-44.899385
4FGL J0901.3-4848,0.000000,1.238871,0.527905,3.205976,0.028339,-11.444491,psr-like,34.302594,0.160764,-1.623945,J0901.3-4848,135.347235,-48.810727
4FGL J0902.5-4727,0.698970,2.573129,0.004991,3.344849,0.009793,-10.887857,fsrq,112.836340,0.065969,-0.561109,J0902.7-4727,135.680069,-47.456795
4FGL J0902.8-4633,0.000000,1.276402,0.576764,3.240818,0.000433,-11.404237,psr-like,44.099142,0.126081,0.024814,J0902.6-4634,135.671347,-46.567325
4FGL J0903.5+4057,0.301030,2.051938,-0.016545,3.638860,0.664894,-12.062987,bll,35.540338,0.051412,41.674160,J0903.4+4056,135.853632,40.944345
4FGL J0903.6-5025,0.000000,2.310215,-0.037431,3.674964,0.042327,-11.418178,bll,28.295738,0.058572,-2.425899,J0903.6-5025,135.905957,-50.429755
4FGL J0904.6+5200,0.602060,2.531745,0.367821,3.067828,0.659357,-12.106383,fsrq,30.083933,0.225177,41.250873,J0904.3+5204,136.078421,52.077991
4FGL J0906.1-1011,0.301030,1.966158,0.008904,3.706954,0.404451,-11.919628,bll,47.323560,0.050456,23.856699,J0905.9-1011,136.484843,-10.184247
4FGL J0906.2-5337,0.000000,1.707742,0.658299,4.336844,0.074295,-11.931546,bll,59.094729,0.043399,-4.260719,J0906.2-5337,136.556351,-53.624505
4FGL J0906.8-2122,0.000000,2.556269,0.512349,2.766666,0.294658,-11.169720,fsrq,407.296209,0.070598,17.137020,J0906.7-2125,136.681302,-21.417883
4FGL J0910.1-1816,0.301030,2.101974,0.162979,3.392470,0.337635,-11.769799,bll,81.287265,0.048219,19.732831,J0910.1-1817,137.527846,-18.283978
4FGL J0910.9+6055,0.602060,1.953708,0.171786,3.593271,0.646032,-11.995012,bll,77.228980,0.036768,40.243106,J0911.2+6100,137.824978,61.013018
4FGL J0912.0-1539,0.698970,2.265494,0.667953,3.165901,0.369668,-12.115574,X,32.963586,0.115930,21.695126,J0911.9-1541,137.985445,-15.691653
4FGL J0912.4-3257,0.477121,1.654052,0.146121,4.100472,0.182825,-12.087955,bll,31.491720,0.035566,10.534372,J0912.4-3257,138.104005,-32.961483
4FGL J0913.7+1540,1.255273,2.097741,-0.001874,3.513525,0.621636,-11.977164,bll,31.851005,0.058532,38.435707,J0913.7+1540,138.426837,15.678900
4FGL J0914.5+6845,0.698970,1.958335,0.057696,3.609676,0.613769,-11.855977,bll,99.481806,0.037077,37.862562,J0914.7+6845,138.693699,68.759731
4FGL J0916.2-5823,1.278754,2.371197,0.565902,3.130339,0.112880,-11.769798,fsrq,44.767258,0.133637,-6.481340,J0916.2-5823,139.062011,-58.395521
4FGL J0916.9+7756,0.000000,2.599983,-0.005085,2.972156,0.556455,-11.885290,fsrq,45.068078,0.081314,33.811020,J0916.9+7754,139.249274,77.910647
4FGL J0917.9-4755,0.000000,1.603612,0.455246,3.080219,0.018496,-11.100864,psr-like,95.085969,0.127152,1.059828,J0918.2-4752,139.552188,-47.875431
4FGL J0918.9-4904,0.000000,1.496668,0.415597,3.101518,0.005139,-11.330185,psr-like,46.815134,0.180323,0.294446,J0918.9-4905,139.729153,-49.086056
4FGL J0919.3+6607,0.000000,2.177859,-0.005257,3.379291,0.634014,-11.676314,bll,105.150310,0.041176,39.346871,J0919.5+6606,139.895761,66.109519
4FGL J0919.5-6203,0.000000,2.299995,0.283964,3.281377,0.152549,-11.588296,bll,139.524026,0.046423,-8.774645,J0919.2-6205,139.810016,-62.092110
4FGL J0924.1-5202,0.000000,2.263115,0.165852,3.009667,0.022661,-11.016325,bll,105.703637,0.129884,-1.298484,J0923.9-5207,140.978885,-52.126860
4FGL J0926.1-5336,0.000000,2.145880,0.810996,3.435443,0.037305,-11.501037,X,120.207734,0.057962,-2.137891,J0926.0-5336,141.512220,-53.612683
4FGL J0928.3-2713,0.301030,2.069359,-0.022097,3.532137,0.292192,-11.947181,bll,27.617007,0.069448,16.989226,J0928.4-2713,142.118396,-27.226338
4FGL J0928.4-5256,0.301030,2.062848,0.042345,3.684203,0.024689,-11.157960,bll,186.364899,0.038408,-1.414745,J0928.3-5256,142.084369,-52.938655
4FGL J0928.5+3916,0.477121,1.965856,0.832923,3.437497,0.724971,-12.426501,X,25.592613,0.098644,46.466414,J0928.6+3916,142.153318,39.273605
4FGL J0928.7-2541,0.301030,2.046135,-0.001124,3.604745,0.310583,-12.008222,bll,26.584877,0.064445,18.094358,J0928.7-2541,142.192637,-25.697647
4FGL J0929.3-4110,0.301030,1.669990,0.058450,4.141826,0.125551,-11.838904,bll,59.748876,0.030530,7.212556,J0929.4-4111,142.350053,-41.196496
4FGL J0930.1-5059,0.000000,2.623748,0.249507,3.139791,0.003353,-11.258043,fsrq,65.504500,0.114486,0.192101,J0930.1-5059,142.541805,-50.993257
4FGL J0930.9-3030,0.301030,1.954453,-0.002947,3.732516,0.260160,-11.723253,bll,71.808035,0.042011,15.079577,J0930.9-3030,142.742169,-30.510210
4FGL J0931.4-3559,0.477121,1.922682,0.316327,3.726902,0.195058,-11.867411,bll,74.540172,0.042535,11.248124,J0931.4-3559,142.866872,-35.984514
4FGL J0932.1+3634,0.000000,2.077066,-0.066734,3.569037,0.732731,-12.034416,bll,35.920047,0.038606,47.115810,J0932.1+3634,143.027097,36.581183
4FGL J0933.8-6232,0.301030,1.948269,0.602418,3.326827,0.137618,-10.905860,X,2594.757883,0.016308,-7.910054,J0933.8-6232,143.450150,-62.542816
4FGL J0934.5+7223,0.778151,2.714402,0.093671,2.756539,0.610185,-11.802517,fsrq,47.204917,0.171368,37.602873,J0935.1+7230,143.798316,72.507709
4FGL J0935.5+1152,0.602060,1.897885,0.136093,3.756572,0.665443,-12.233106,bll,25.110699,0.063357,41.716347,J0935.5+1152,143.879495,11.873908
4FGL J0938.8+5155,1.041393,2.445619,-0.002531,3.099585,0.725273,-11.808196,fsrq,56.959413,0.095132,46.491533,J0938.8+5153,144.711746,51.887550
4FGL J0944.3-0911,0.477121,1.710869,0.100285,3.519861,0.528828,-11.970418,bll,48.152773,0.059616,31.926323,J0944.3-0911,146.083614,-9.193704
4FGL J0944.6+5729,0.778151,1.812937,0.158015,3.856911,0.712356,-12.261109,bll,32.361854,0.052601,45.426891,J0944.5+5730,146.141784,57.513056
4FGL J0944.7-5124,0.301030,2.017050,0.273130,3.616901,0.024497,-11.596116,bll,80.055018,0.054807,1.403737,J0944.5-5123,146.138940,-51.384538
4FGL J0946.7+0548,0.301030,2.268781,0.200968,3.199243,0.659064,-12.081080,bll,25.768374,0.128016,41.228516,J0946.6+0548,146.669218,5.804324
4FGL J0947.0-3548,0.000000,2.523522,0.663896,2.952937,0.234881,-11.724757,X,53.585974,0.177942,13.584610,J0947.3-3545,146.829683,-35.764569
4FGL J0947.8-4234,0.000000,2.260055,0.129223,3.366171,0.147149,-11.637136,bll,61.461489,0.051220,8.461760,J0948.2-4240,147.053720,-42.667038
4FGL J0948.0-3859,0.477121,2.707331,0.140481,2.949038,0.196375,-11.565879,fsrq,39.417938,0.304877,11.325043,J0948.4-3856,147.105619,-38.943031
4FGL J0949.8+7551,0.000000,2.261974,0.211710,3.129960,0.594761,-11.749996,bll,161.979779,0.058845,36.495615,J0949.8+7551,147.455593,75.866546
4FGL J0951.8-5944,0.000000,2.603560,0.260906,3.077656,0.076074,-11.272860,fsrq,115.115674,0.108467,-4.362933,J0951.7-5943,147.942653,-59.725738
4FGL J0952.5-3902,0.301030,1.243795,0.471759,3.133467,0.205730,-11.911620,psr-like,25.080566,0.245586,11.872260,J0952.5-3853,148.126378,-38.897412
4FGL J0953.6-1509,0.000000,1.970012,0.513714,3.183113,0.494099,-11.178929,X,1198.027366,0.025598,29.610371,J0953.6-1509,148.413604,-15.152052
4FGL J0955.2+4725,0.903090,2.412935,0.148835,3.327332,0.768617,-12.025549,bll,38.229990,0.084153,50.229879,J0955.2+4725,148.819024,47.426140
4FGL J0958.6-0522,0.477121,1.834046,0.130076,3.726840,0.603136,-11.922626,bll,59.918035,0.053825,37.094843,J0958.6-0522,149.653034,-5.375272
4FGL J0959.1-6441,0.000000,2.347892,0.259713,3.134081,0.134913,-11.764652,bll,40.559930,0.169648,-7.753586,J0958.3-6440,149.580086,-64.667950
4FGL J1000.5-5709,0.000000,1.172705,0.553735,3.230282,0.028544,-11.236585,psr-like,64.118753,0.138051,-1.635675,J1000.5-5709,150.144533,-57.163068
4FGL J1000.7-4248,0.301030,2.537800,0.370781,3.074055,0.170958,-11.791094,fsrq,32.916949,0.210839,9.843509,J1000.7-4244,150.175544,-42.745526
4FGL J1001.3-2040,0.000000,1.657349,0.571984,3.910831,0.452667,-12.102539,bll,50.662548,0.054207,26.914919,J1001.2-2039,150.320086,-20.663083
4FGL J1001.8+7628,0.698970,1.905981,0.182965,3.692465,0.597086,-12.291818,bll,34.677849,0.053941,36.661512,J1002.0+7629,150.518898,76.485796
4FGL J1002.9-2937,0.301030,2.568062,0.190402,3.060299,0.348280,-11.820286,fsrq,33.947402,0.112515,20.382148,J1002.7-2936,150.699920,-29.609642
4FGL J1003.2-5737,0.000000,1.414174,0.510385,3.138097,0.029057,-10.956437,psr-like,147.181080,0.100478,-1.665060,J1004.5-5735,151.126957,-57.595240
4FGL J1003.7+7049,0.903090,2.571249,-0.080371,3.096851,0.648239,-11.666420,fsrq,74.711325,0.042169,40.408969,J1003.5+7048,150.899432,70.803238
4FGL J1005.5-5708,0.000000,1.373587,0.556038,3.121328,0.018832,-10.961607,psr-like,130.258899,0.098694,-1.079076,J1005.9-5700,151.488804,-57.012165
4FGL J1007.6+4253,0.698970,2.697896,0.157212,2.749118,0.803303,-11.596008,fsrq,125.890027,0.110436,53.446677,J1007.9+4254,151.979748,42.912803
4FGL J1007.8-4514,0.301030,1.781326,-0.058325,4.035046,0.149927,-11.982944,bll,32.622024,0.043984,8.622709,J1007.8-4514,151.965842,-45.241135
4FGL J1009.5-0034,0.477121,2.128269,0.087102,3.439786,0.671583,-11.905364,bll,47.043771,0.064955,42.189373,J1009.1-0034,152.298629,-0.568159
4FGL J1011.4-5729,0.477121,1.553213,-0.046370,4.666427,0.016626,-11.708714,bll,27.951455,0.086752,-0.952665,J1012.4-5728,153.109410,-57.479497
4FGL J1014.6+6126,0.000000,2.099319,0.534279,3.360674,0.730455,-12.158575,X,70.690453,0.073331,46.924586,J1014.8+6126,153.719792,61.447760
4FGL J1015.1-6353,0.000000,2.279437,0.402176,3.274433,0.105700,-11.621231,X,103.309622,0.055061,-6.067517,J1015.2-6355,153.824901,-63.924396
4FGL J1016.1-4247,0.477121,1.762544,0.164623,3.725584,0.199277,-11.469280,bll,229.547797,0.031193,11.494697,J1016.2-4247,154.064894,-42.790283
4FGL J1016.2-5729,0.000000,2.586538,0.209246,3.481885,0.012101,-11.277103,bll,36.619300,0.114357,-0.693356,J1016.1-5730,154.044687,-57.508469
4FGL J1017.4+5956,0.602060,1.916272,-0.008870,3.844698,0.743450,-12.160377,bll,29.518783,0.059527,48.026121,J1017.2+5954,154.308278,59.916102
4FGL J1018.1-4051,0.602060,2.638157,0.215050,2.862181,0.229934,-11.617766,fsrq,50.242801,0.156697,13.293179,J1018.3-4052,154.589827,-40.875368
4FGL J1018.1-2705,0.301030,2.226653,0.384875,3.159474,0.414842,-11.847530,X,58.603495,0.119873,24.509344,J1018.5-2705,154.630518,-27.084754
4FGL J1018.3-0703,0.301030,2.290233,0.743485,3.008281,0.636852,-12.015768,X,35.862353,0.149200,39.557452,J1018.4-0708,154.605841,-7.133659
4FGL J1019.3+5625,0.000000,1.696684,0.385983,3.964727,0.767586,-12.320281,bll,32.181206,0.056050,50.137616,J1019.2+5625,154.818645,56.417438
4FGL J1020.4-5508,0.301030,2.079193,0.591784,3.583934,0.027930,-11.756696,X,57.388282,0.063593,1.600456,J1020.4-5508,155.109494,-55.148953
4FGL J1020.4-5314,0.000000,2.476451,0.435716,3.081739,0.055897,-11.285646,X,192.601759,0.069904,3.204354,J1020.4-5314,155.106473,-53.234273
