name,glon,glat,ts,r95,curvature,Fp,Ep,source type
4FGL J1740.7-2640,1.367,2.147,180.240,0.064,0.833,5.183,1.312,UNID-PSR
4FGL J1741.1-1617,10.273,7.472,68.973,0.070,0.622,0.349,1.283,UNID-PSR
4FGL J1741.1-3328,355.646,-1.625,70.310,0.066,1.336,1.506,2.520,UNID-PSR
4FGL J1741.3-3357,355.278,-1.889,36.698,0.099,0.703,0.591,1.245,UNID-PSR
4FGL J1741.4+1354,37.916,21.650,346.688,0.036,0.974,0.844,2.018,MSP
4FGL J1741.5-2344,3.844,3.644,42.126,0.159,2.001,0.977,1.127,UNID-PSR
4FGL J1741.6-2730,0.736,1.526,124.494,0.077,0.572,11.008,0.497,UNID-PSR
4FGL J1741.9-2054,6.420,4.915,18203.351,0.014,1.284,2131.188,0.846,young
4FGL J1742.3-3318,355.894,-1.699,439.077,0.040,0.639,23.015,0.687,young
4FGL J1742.5-2833,359.972,0.733,194.562,0.071,1.859,25.802,1.678,UNID-PSR
4FGL J1742.8-2246,4.998,3.706,190.700,0.070,0.701,3.480,0.987,UNID-PSR
4FGL J1743.1-3049,358.059,-0.524,50.556,0.082,0.597,2.410,1.879,UNID-PSR
4FGL J1743.4-3123,357.654,-0.874,51.991,0.068,0.790,1.635,2.381,UNID-PSR
4FGL J1743.4-3406,355.401,-2.264,45.831,0.116,1.120,1.034,1.233,UNID-PSR
4FGL J1743.4-2406,3.836,2.926,107.774,0.109,0.699,2.231,0.894,UNID-PSR
4FGL J1743.7-4321,347.434,-7.244,309.758,0.049,0.636,4.193,0.496,UNID-PSR
4FGL J1743.9-3539,353.886,-3.279,67.887,0.088,0.891,0.590,1.827,UNID-PSR
4FGL J1744.0-7618,317.103,-22.453,4895.451,0.015,0.836,37.281,1.615,MSP
4FGL J1744.0-2504,3.081,2.344,66.858,0.071,0.479,1.203,0.859,UNID-PSR
4FGL J1744.0-1311,13.346,8.460,279.058,0.037,0.638,1.895,1.547,UNID-PSR
4FGL J1744.4-1135,14.789,9.182,4117.333,0.018,0.915,146.696,0.899,MSP
4FGL J1744.7-1557,11.046,6.894,213.167,0.044,0.479,1.770,0.930,UNID-PSR
4FGL J1744.9-3322,356.111,-2.221,76.718,0.084,1.052,1.286,2.126,UNID-PSR
4FGL J1744.9-2153,5.920,3.797,92.978,0.092,0.336,1.056,0.745,UNID-PSR
4FGL J1745.5-2249,5.210,3.253,57.506,0.082,0.418,0.883,0.599,UNID-PSR
4FGL J1745.5+1017,34.866,19.247,704.098,0.027,0.925,3.024,1.931,MSP
4FGL J1745.6-3626,353.626,-3.883,144.332,0.064,0.483,1.106,1.536,UNID-PSR
4FGL J1745.6-3145,357.560,-1.479,108.766,0.072,0.816,5.016,1.191,UNID-PSR
4FGL J1746.0-2349,4.427,2.572,70.529,0.129,0.362,2.818,0.301,UNID-PSR
4FGL J1746.1-2541,2.870,1.526,79.499,0.078,0.694,2.489,1.098,UNID-PSR
4FGL J1746.4-3541,354.283,-3.723,162.942,0.109,1.078,6.161,0.591,UNID-PSR
4FGL J1746.5-2019,7.469,4.326,135.333,0.101,0.467,2.923,0.573,UNID-PSR
4FGL J1746.8-3239,356.956,-2.155,2373.069,0.021,0.980,181.518,1.313,young
4FGL J1747.0-3505,354.876,-3.429,377.168,0.052,0.513,11.806,0.482,UNID-PSR
4FGL J1747.2-2957,359.304,-0.842,4571.663,0.016,0.556,2006.837,0.503,young
4FGL J1747.6+0324,28.633,15.755,237.361,0.040,0.546,0.818,1.659,UNID-PSR
4FGL J1747.7-4037,350.219,-6.433,417.432,0.036,0.538,4.020,0.635,MSP
4FGL J1747.8-3006,359.290,-1.012,53.603,0.089,1.060,3.397,2.926,UNID-PSR
4FGL J1747.9-3224,357.270,-2.228,85.954,0.085,0.519,4.070,0.718,UNID-PSR
4FGL J1748.3-2906,0.177,-0.596,141.677,0.042,1.330,15.039,2.511,UNID-PSR
4FGL J1748.8-3915,351.483,-5.867,199.568,0.042,1.485,2.062,1.739,UNID-PSR
4FGL J1749.0-2119,6.981,3.290,53.486,0.248,0.862,1.504,0.674,UNID-PSR
4FGL J1749.6-3143,358.074,-2.195,89.669,0.072,0.800,2.151,1.673,UNID-PSR
4FGL J1750.0-3347,356.290,-3.566,47.593,0.140,1.507,0.565,1.654,UNID-PSR
4FGL J1750.4-1721,10.475,5.038,48.446,0.089,0.869,0.366,1.514,UNID-PSR
4FGL J1750.6-1906,9.031,4.090,87.878,0.080,0.783,0.918,1.317,UNID-PSR
4FGL J1750.8-1246,14.534,7.115,36.696,0.122,0.634,0.354,0.710,UNID-PSR
4FGL J1750.9-3301,356.993,-3.023,43.731,0.128,0.980,0.435,2.074,UNID-PSR
4FGL J1752.3-3139,358.559,-2.651,114.956,0.104,0.465,4.716,0.456,UNID-PSR
4FGL J1752.7-3810,352.796,-5.988,97.945,0.093,0.860,0.615,1.268,UNID-PSR
4FGL J1752.7-3040,359.331,-2.291,93.214,0.099,0.814,2.330,1.070,UNID-PSR
4FGL J1752.8-4449,346.991,-9.309,220.852,0.036,0.661,0.878,1.475,UNID-PSR
4FGL J1753.8-2538,3.769,0.118,1579.408,0.018,0.599,168.528,1.825,UNID-PSR
4FGL J1754.3-4443,347.208,-9.495,159.443,0.053,1.002,1.022,1.031,UNID-PSR
4FGL J1754.3-2915,0.723,-1.841,50.716,0.089,1.421,1.031,2.046,UNID-PSR
4FGL J1754.3-3236,357.875,-3.318,66.509,0.107,0.956,1.102,1.036,UNID-PSR
4FGL J1754.6-2933,0.470,-1.985,241.268,0.054,1.191,9.900,1.211,UNID-PSR
4FGL J1754.8-3200,358.380,-3.224,87.327,0.084,1.062,0.979,2.074,UNID-PSR
4FGL J1755.3-3937,351.857,-7.184,61.705,0.098,0.999,0.326,1.223,UNID-PSR
4FGL J1755.7-3259,357.616,-3.930,40.304,0.097,0.648,0.223,2.370,UNID-PSR
4FGL J1755.9-4009,351.312,-7.537,56.802,0.075,0.634,0.198,1.126,UNID-PSR
4FGL J1757.1-3554,355.233,-5.638,114.769,0.067,1.623,1.026,1.567,UNID-PSR
4FGL J1757.1-2848,1.412,-2.231,75.419,0.090,0.714,0.985,1.432,UNID-PSR
4FGL J1757.4-3125,359.169,-3.465,149.792,0.062,0.609,1.813,1.303,UNID-PSR
4FGL J1757.7-6032,332.989,-17.185,553.734,0.026,0.333,1.066,4.002,MSP
4FGL J1758.0-2953,0.573,-2.824,78.729,0.087,1.558,1.243,1.887,UNID-PSR
4FGL J1758.5-3219,358.421,-4.036,55.884,0.177,0.897,0.803,1.084,UNID-PSR
4FGL J1758.7-4109,350.784,-8.488,407.058,0.029,0.330,1.607,0.903,UNID-PSR
4FGL J1758.8-1654,11.900,3.502,60.685,0.107,1.176,0.780,1.555,UNID-PSR
4FGL J1759.2-0243,24.491,10.267,76.600,0.144,1.316,4.798,0.332,UNID-PSR
4FGL J1759.4-3103,359.701,-3.659,105.630,0.089,0.516,2.506,0.543,UNID-PSR
4FGL J1759.8-1250,15.645,5.320,70.515,0.075,1.946,0.856,2.117,UNID-PSR
4FGL J1800.1-0323,23.948,9.768,28.488,0.083,0.759,0.143,1.603,UNID-PSR
4FGL J1800.2-2952,0.793,-3.181,85.901,0.105,0.623,2.104,0.601,UNID-PSR
4FGL J1800.9-2407,5.867,-0.519,178.959,0.040,0.154,17.229,0.414,UNID-PSR
4FGL J1801.0-3402,357.232,-5.441,77.759,0.083,0.530,0.657,0.717,UNID-PSR
4FGL J1801.0-2802,2.541,-2.504,89.657,0.083,0.996,1.277,1.441,UNID-PSR
4FGL J1801.1-2626,3.885,-1.711,127.877,0.044,1.957,2.654,3.528,UNID-PSR
4FGL J1801.2-2450,5.286,-0.943,249.693,0.047,0.556,13.520,1.495,young
4FGL J1801.4-4307,349.246,-9.850,49.962,0.107,0.694,0.174,0.794,UNID-PSR
4FGL J1801.6-1418,14.482,4.150,89.410,0.159,0.689,6.305,0.334,MSP
4FGL J1801.6-2326,6.566,-0.299,371.035,0.029,0.738,67.358,2.815,UNID-PSR
4FGL J1802.1-2652,3.662,-2.122,104.051,0.087,1.134,4.225,0.909,UNID-PSR
4FGL J1802.4-3041,0.318,-4.033,388.853,0.037,0.868,3.829,3.078,UNID-PSR
4FGL J1803.1-2724,3.289,-2.459,170.361,0.071,0.405,7.174,0.384,UNID-PSR
4FGL J1803.1-2148,8.147,0.201,2879.461,0.016,0.572,462.939,1.806,young
4FGL J1803.1-6708,326.854,-20.347,538.987,0.028,0.530,0.775,2.179,MSP
4FGL J1803.2+1402,40.310,16.904,88.662,0.069,1.021,0.199,1.420,MSP
4FGL J1803.7-3207,359.201,-4.947,140.729,0.086,0.663,2.062,0.716,UNID-PSR
4FGL J1803.8-2908,1.944,-3.542,135.690,0.106,1.843,4.722,0.798,UNID-PSR
4FGL J1804.4-0852,19.616,6.226,196.474,0.039,0.330,3.384,0.483,UNID-PSR
4FGL J1804.9-1745,11.839,1.835,43.337,0.104,0.943,0.695,1.835,UNID-PSR
4FGL J1804.9-3001,1.305,-4.189,85.018,0.162,0.901,1.296,0.862,UNID-PSR
4FGL J1805.1-3618,355.667,-7.246,387.271,0.034,1.158,2.815,1.387,UNID-PSR
4FGL J1805.3-2734,3.322,-3.053,46.240,0.134,0.985,0.539,1.262,UNID-PSR
4FGL J1805.6+0615,33.354,13.005,359.671,0.031,0.946,1.284,2.388,MSP
4FGL J1805.7+3401,60.457,23.678,278.902,0.054,0.543,0.619,0.457,UNID-PSR
4FGL J1807.1+2822,54.695,21.503,40.105,0.101,0.207,0.025,0.634,MSP
4FGL J1808.1-1234,16.763,3.722,58.781,0.158,0.655,2.890,0.447,UNID-PSR
4FGL J1808.4-3358,358.034,-6.734,540.628,0.035,1.178,7.978,0.914,UNID-PSR
4FGL J1808.4-4521,347.823,-11.966,56.044,0.075,1.911,0.158,2.493,UNID-PSR
4FGL J1808.5-3701,355.362,-8.169,381.401,0.048,0.539,5.648,0.330,young
4FGL J1808.9-2607,5.031,-3.065,74.707,0.107,1.346,1.201,1.421,UNID-PSR
4FGL J1809.0-2853,2.627,-4.487,56.168,0.130,1.375,0.437,2.033,UNID-PSR
4FGL J1809.2-2726,4.016,-3.639,45.886,0.115,0.928,0.307,2.130,UNID-PSR
4FGL J1809.8-2408,6.878,-2.266,145.611,0.070,0.609,11.911,0.644,UNID-PSR
4FGL J1809.8-2332,7.389,-1.997,81534.408,0.009,0.536,20537.484,1.373,young
4FGL J1809.9-2813,3.287,-4.273,50.932,0.096,0.676,0.295,1.467,UNID-PSR
4FGL J1810.2-3054,0.980,-5.686,34.118,0.098,0.895,0.130,2.975,UNID-PSR
4FGL J1810.3+1332,40.614,15.118,73.330,0.065,0.844,0.126,1.518,UNID-PSR
4FGL J1810.5-1415,15.563,2.354,35.780,0.132,0.382,1.435,0.370,UNID-PSR
4FGL J1810.5+1744,44.648,16.803,3423.967,0.019,0.361,25.288,0.454,MSP
4FGL J1811.3-2403,7.092,-2.546,194.760,0.051,0.653,4.145,2.261,MSP
4FGL J1811.5-1925,11.171,-0.345,60.801,0.046,0.898,2.321,5.045,young
4FGL J1811.7-1442,15.298,1.869,44.632,0.139,0.587,0.682,1.576,UNID-PSR
4FGL J1811.9-2336,7.525,-2.462,155.088,0.097,0.708,23.464,0.325,UNID-PSR
4FGL J1812.2-0856,20.538,4.475,61.140,0.181,1.169,2.892,0.607,UNID-PSR
4FGL J1812.8-3144,0.493,-6.499,170.424,0.037,1.043,0.973,2.133,UNID-PSR
4FGL J1813.2-1128,18.373,3.094,75.182,0.080,1.268,1.360,2.284,UNID-PSR
4FGL J1813.4-1246,17.246,2.441,24931.004,0.011,0.574,5940.010,0.524,young
4FGL J1813.7-1152,18.069,2.811,176.764,0.069,0.312,8.826,0.421,UNID-PSR
4FGL J1813.7-6846,325.532,-21.856,138.383,0.046,0.821,0.182,1.584,UNID-PSR
4FGL J1814.2-3000,2.132,-5.935,62.542,0.061,0.392,0.289,0.743,UNID-PSR
4FGL J1814.4+3132,58.573,21.126,240.381,0.038,0.758,0.728,1.632,MSP
4FGL J1814.6-3621,356.500,-8.968,111.706,0.074,0.595,0.929,0.419,UNID-PSR
4FGL J1814.6-2537,6.039,-3.978,133.119,0.095,1.952,2.396,1.394,UNID-PSR
4FGL J1814.7-3420,358.335,-8.045,115.038,0.052,0.679,0.663,0.886,UNID-PSR
4FGL J1815.3-1336,16.813,1.569,56.055,0.129,1.061,2.109,1.313,UNID-PSR
4FGL J1815.8-1416,16.227,1.191,94.032,0.081,1.275,3.921,1.701,UNID-PSR
4FGL J1816.3-2903,3.273,-5.807,114.970,0.105,0.911,1.557,0.550,UNID-PSR
4FGL J1816.4-0057,28.132,7.370,34.928,0.140,0.512,0.631,0.435,UNID-PSR
4FGL J1816.4-2727,4.644,-5.168,168.071,0.048,0.721,1.249,1.282,UNID-PSR
4FGL J1816.4-6405,330.371,-20.553,272.326,0.046,0.827,0.511,1.031,UNID-PSR
4FGL J1816.5+4510,72.823,24.736,2397.187,0.018,0.470,4.599,1.688,MSP
4FGL J1816.7+1749,45.366,15.520,137.516,0.050,0.790,0.280,1.724,UNID-PSR
4FGL J1817.1-1742,13.335,-0.700,183.056,0.043,0.951,9.934,2.966,young
4FGL J1817.6-3251,0.148,-7.937,63.134,0.087,0.895,0.403,0.910,UNID-PSR
4FGL J1817.7-2517,6.707,-4.418,138.956,0.076,1.025,1.500,1.283,UNID-PSR
4FGL J1817.9-3334,359.353,-8.269,244.182,0.045,0.612,1.633,0.760,UNID-PSR
4FGL J1817.9-1135,18.686,1.968,93.215,0.098,0.366,2.439,0.474,UNID-PSR
4FGL J1818.0-1339,17.023,0.989,48.742,0.172,0.884,2.234,1.535,UNID-PSR
4FGL J1818.1-2000,11.395,-2.043,143.469,0.051,0.855,2.537,2.257,UNID-PSR
4FGL J1818.5-2036,10.890,-2.559,57.794,0.202,1.315,3.105,0.798,UNID-PSR
4FGL J1818.6+1316,41.256,13.200,289.733,0.037,0.956,0.774,1.615,UNID-PSR
4FGL J1818.6-3206,0.758,-7.698,212.826,0.067,0.798,2.721,0.597,UNID-PSR
4FGL J1818.8-2255,8.918,-3.526,62.912,0.086,0.902,0.614,1.428,UNID-PSR
4FGL J1818.8-0828,21.672,3.276,68.864,0.078,0.652,0.878,1.519,UNID-PSR
4FGL J1819.3-0935,20.729,2.651,37.911,0.100,0.603,0.670,0.719,UNID-PSR
4FGL J1819.9-2926,3.255,-6.741,155.004,0.074,0.848,1.438,0.810,UNID-PSR
4FGL J1820.6-0326,26.332,5.234,31.594,0.070,1.943,0.339,2.715,UNID-PSR
4FGL J1820.7-3217,0.761,-8.227,92.533,0.054,1.194,0.436,1.870,UNID-PSR
4FGL J1821.5-2531,6.922,-5.283,71.473,0.071,0.326,1.197,0.283,UNID-PSR
4FGL J1822.6-2502,7.490,-5.338,70.102,0.090,0.949,0.649,1.326,UNID-PSR
4FGL J1822.8-1118,19.634,1.104,26.148,0.168,0.519,0.549,1.184,UNID-PSR
4FGL J1822.9-4718,347.110,-15.098,214.838,0.042,0.865,0.474,1.266,UNID-PSR
4FGL J1823.2+1209,40.732,11.662,105.012,0.065,1.774,0.467,1.307,MSP
4FGL J1823.3-1340,17.592,-0.110,1542.779,0.018,0.447,210.213,1.518,UNID-PSR
4FGL J1823.5-3020,2.787,-7.890,1008.001,0.020,0.565,7.136,2.146,MSP
4FGL J1823.8-3544,357.920,-10.340,98.880,0.056,0.809,0.403,0.859,MSP
4FGL J1824.1+1013,39.087,10.647,424.495,0.031,0.643,1.498,2.068,MSP
4FGL J1824.2-0621,24.158,3.098,621.246,0.027,0.823,9.974,3.994,MSP
4FGL J1824.2-5427,340.329,-18.059,391.658,0.033,0.720,0.732,1.934,UNID-PSR
4FGL J1824.6-2452,7.813,-5.611,1489.332,0.022,0.571,24.877,0.937,MSP
4FGL J1824.7+2403,52.065,16.265,93.080,0.053,0.785,0.095,2.322,UNID-PSR
4FGL J1825.0-2547,6.956,-6.075,29.172,0.128,1.114,0.158,1.526,UNID-PSR
4FGL J1825.5-2647,6.162,-6.637,35.246,0.148,0.944,0.190,1.183,UNID-PSR
4FGL J1825.8+1204,40.913,11.078,50.067,0.084,1.060,0.137,1.396,UNID-PSR
4FGL J1825.9-3153,1.630,-9.069,104.757,0.044,0.390,0.469,0.609,UNID-PSR
4FGL J1826.1-1256,18.553,-0.376,29894.330,0.010,0.487,16545.255,0.759,young
4FGL J1826.5-1202,19.430,0.029,38.816,0.172,0.731,13.314,0.483,UNID-PSR
4FGL J1827.4-1445,17.092,-1.504,802.573,0.028,1.255,93.401,1.775,young
4FGL J1827.5+1141,40.759,10.566,369.780,0.030,0.520,1.035,1.562,UNID-PSR
4FGL J1828.2-3252,0.968,-9.870,70.246,0.052,1.766,0.224,3.399,UNID-PSR
4FGL J1829.6-2545,7.488,-7.028,108.096,0.134,0.930,3.807,0.306,UNID-PSR
4FGL J1829.6-4310,351.572,-14.458,43.544,0.091,1.354,0.086,1.602,UNID-PSR
4FGL J1830.1-0212,28.550,3.867,77.824,0.174,1.204,7.066,0.670,UNID-PSR
4FGL J1830.7-1634,15.853,-3.039,667.849,0.033,0.613,10.456,1.536,UNID-PSR
4FGL J1830.7-2414,8.998,-6.572,76.247,0.084,0.713,0.845,0.664,UNID-PSR
4FGL J1830.8-3132,2.423,-9.808,274.725,0.033,1.030,1.073,2.276,UNID-PSR
4FGL J1831.1-6503,329.940,-22.329,487.543,0.031,1.099,0.910,1.847,MSP
4FGL J1831.2-0013,30.413,4.437,35.851,0.144,2.000,0.723,1.778,UNID-PSR
4FGL J1831.6-0223,28.591,3.340,183.095,0.063,0.331,10.834,0.423,UNID-PSR
4FGL J1831.8-2514,8.214,-7.204,41.985,0.156,1.997,0.370,1.240,UNID-PSR
4FGL J1832.4-0847,22.966,0.194,182.980,0.053,1.279,21.308,2.974,UNID-PSR
4FGL J1833.0-3840,356.025,-13.238,89.121,0.060,0.593,0.174,1.259,MSP
4FGL J1833.4+1109,40.862,8.990,36.170,0.091,1.617,0.100,3.181,UNID-PSR
4FGL J1834.2-0827,23.448,-0.105,130.468,0.083,1.690,39.089,1.242,UNID-PSR
4FGL J1834.3+0613,36.577,6.653,116.143,0.056,0.651,0.547,1.616,UNID-PSR
4FGL J1834.7-0724,24.435,0.324,153.151,0.059,0.670,35.751,0.756,UNID-PSR
4FGL J1834.9-0800,23.888,0.015,105.302,0.114,0.470,70.500,0.270,UNID-PSR
4FGL J1835.7-3258,1.533,-11.388,317.173,0.041,0.360,1.810,0.361,young
4FGL J1836.2+5925,88.879,24.996,1100320.212,0.008,0.628,70800.137,1.431,young
4FGL J1836.8-2354,10.071,-7.650,113.454,0.069,0.709,1.283,0.565,UNID-PSR
4FGL J1838.2+3223,61.298,16.675,155.030,0.061,0.550,0.351,0.612,UNID-PSR
4FGL J1839.0-1502,18.131,-4.132,69.877,0.089,0.568,0.644,0.823,UNID-PSR
4FGL J1840.3+1105,41.582,7.479,36.560,0.097,1.059,0.084,2.468,UNID-PSR
4FGL J1840.4-1705,16.437,-5.376,60.588,0.070,0.691,0.239,1.856,UNID-PSR
4FGL J1840.4-1139,21.303,-2.891,136.480,0.068,1.647,2.203,2.085,UNID-PSR
4FGL J1842.1+2737,57.052,14.064,367.631,0.033,1.310,0.878,2.325,UNID-PSR
4FGL J1843.3-1242,20.679,-3.991,162.314,0.061,0.656,2.016,1.039,UNID-PSR
4FGL J1844.4-0345,28.798,-0.157,926.886,0.027,1.015,160.830,1.764,young
4FGL J1844.8-0957,23.295,-3.042,65.400,0.084,0.395,0.782,0.685,UNID-PSR
4FGL J1845.0+0159,33.975,2.339,64.852,0.075,2.030,1.230,2.660,MSP
4FGL J1845.8-2521,9.518,-10.112,241.400,0.043,0.777,1.669,0.914,UNID-PSR
4FGL J1846.0+0507,36.892,3.529,151.515,0.045,0.786,1.262,2.365,UNID-PSR
4FGL J1846.3+0919,40.697,5.353,5237.829,0.013,1.006,122.998,2.117,young
4FGL J1847.0-0625,26.713,-1.919,93.005,0.064,0.853,1.183,1.900,UNID-PSR
4FGL J1847.2-0141,30.928,0.196,271.247,0.054,0.863,62.240,0.990,UNID-PSR
4FGL J1847.2-0200,30.563,0.052,53.125,0.145,1.944,8.404,2.201,UNID-PSR
4FGL J1847.5-0859,24.468,-3.224,41.296,0.219,0.597,1.611,0.357,UNID-PSR
4FGL J1847.7-0125,31.398,0.324,41.092,0.121,1.034,3.241,1.852,UNID-PSR
4FGL J1847.7-3433,1.127,-14.235,88.751,0.075,0.611,0.197,1.109,UNID-PSR
4FGL J1848.2-1309,20.807,-5.253,26.579,0.133,1.548,0.181,1.869,UNID-PSR
4FGL J1849.0-1826,16.159,-7.790,69.966,0.086,0.687,0.413,0.694,UNID-PSR
4FGL J1849.1-0652,26.551,-2.624,55.131,0.078,0.574,0.445,1.262,UNID-PSR
4FGL J1849.4-0117,31.536,-0.209,71.095,0.155,0.325,7.146,0.660,UNID-PSR
4FGL J1850.8-1105,22.900,-4.871,104.808,0.116,0.609,1.021,0.729,UNID-PSR
4FGL J1851.0+1558,47.161,7.274,67.860,0.083,0.726,0.321,0.749,UNID-PSR
4FGL J1851.5+0718,39.468,3.298,143.311,0.068,1.226,2.444,2.058,UNID-PSR
4FGL J1852.2-1309,21.277,-6.140,108.415,0.048,1.669,0.707,2.346,MSP
4FGL J1852.6+0203,34.911,0.652,130.428,0.068,0.658,8.463,1.382,UNID-PSR
4FGL J1852.7-1242,21.724,-6.056,46.351,0.098,0.905,0.263,1.403,UNID-PSR
4FGL J1853.0-0956,24.164,-4.928,90.116,0.124,0.909,0.974,0.886,UNID-PSR
4FGL J1853.6-0620,27.505,-3.345,99.104,0.087,0.570,1.091,0.906,UNID-PSR
4FGL J1853.8-1107,23.345,-5.497,74.486,0.108,1.109,0.720,0.978,UNID-PSR
4FGL J1854.1+0142,34.845,0.052,150.535,0.069,0.868,29.379,1.326,UNID-PSR
4FGL J1854.7-0716,26.812,-4.038,37.595,0.139,1.066,0.284,1.318,UNID-PSR
4FGL J1854.7+0153,35.031,0.226,108.695,0.056,0.680,8.404,1.926,UNID-PSR
4FGL J1855.3-0740,26.404,-4.455,99.427,0.175,1.394,3.171,0.494,UNID-PSR
4FGL J1855.6-3603,0.223,-16.348,41.048,0.093,1.747,0.095,1.839,UNID-PSR
4FGL J1855.8+0150,35.064,-0.156,149.879,0.073,0.299,28.157,0.550,UNID-PSR
4FGL J1856.3-0548,28.319,-3.739,47.251,0.161,0.967,0.868,0.697,UNID-PSR
4FGL J1856.5+1735,49.256,6.836,188.184,0.050,0.626,1.270,0.670,UNID-PSR
4FGL J1856.7+0125,34.762,-0.484,1226.739,0.033,1.127,883.256,0.715,UNID-PSR
4FGL J1856.7-0116,32.349,-1.735,37.922,0.203,0.957,1.121,0.844,UNID-PSR
4FGL J1857.6+0143,35.128,-0.755,175.545,0.094,0.460,37.398,0.501,young
4FGL J1857.8-3220,4.066,-15.360,91.064,0.063,1.144,0.263,1.412,UNID-PSR
4FGL J1858.0-1052,24.002,-6.382,109.069,0.075,0.790,1.921,0.470,UNID-PSR
4FGL J1858.3-5424,342.054,-22.714,259.135,0.047,0.688,0.529,1.524,MSP
4FGL J1858.5-4446,351.969,-19.933,126.038,0.060,0.737,0.240,0.807,UNID-PSR
4FGL J1858.6-0746,26.813,-5.138,56.146,0.088,1.486,0.370,1.626,UNID-PSR
4FGL J1858.9+3636,67.007,14.394,90.477,0.082,0.807,0.115,1.024,UNID-PSR
4FGL J1859.2-0706,27.444,-4.981,66.893,0.074,0.683,0.265,1.727,UNID-PSR
4FGL J1859.3+0058,34.699,-1.310,78.512,0.067,0.418,2.397,1.867,UNID-PSR
4FGL J1900.4+0339,37.216,-0.343,230.443,0.052,0.912,28.157,1.218,UNID-PSR
4FGL J1900.9+0538,39.052,0.481,39.272,0.090,0.984,1.918,1.573,UNID-PSR
4FGL J1901.1+0730,40.707,1.251,141.405,0.042,0.634,3.289,1.863,UNID-PSR
4FGL J1901.4-0126,32.800,-2.896,933.441,0.030,0.483,22.149,0.850,MSP
4FGL J1901.5-1112,24.064,-7.288,77.218,0.079,0.574,0.608,0.692,UNID-PSR
4FGL J1901.8-0718,27.587,-5.606,205.482,0.053,0.341,2.304,0.428,UNID-PSR
4FGL J1902.0-5105,345.659,-22.376,4115.829,0.018,0.457,25.536,0.575,MSP
4FGL J1902.4-3417,2.433,-16.973,68.931,0.094,1.258,0.233,0.902,UNID-PSR
4FGL J1902.5+0654,40.345,0.700,118.650,0.044,0.493,2.702,1.918,UNID-PSR
4FGL J1902.8-0855,26.261,-6.587,76.457,0.135,1.161,1.084,0.618,UNID-PSR
4FGL J1903.4-7053,324.361,-26.500,937.245,0.025,0.878,1.695,2.415,MSP
4FGL J1903.4-0400,30.725,-4.503,51.799,0.185,0.884,0.933,0.601,UNID-PSR
4FGL J1904.0-5925,336.889,-24.688,112.026,0.064,0.989,0.146,1.146,UNID-PSR
4FGL J1904.4-1129,24.158,-7.986,44.121,0.087,1.226,0.196,1.828,MSP
4FGL J1904.7-0708,28.067,-6.216,679.378,0.028,0.559,8.717,0.718,UNID-PSR
4FGL J1906.0-1718,18.976,-10.945,84.771,0.061,1.562,0.256,1.904,UNID-PSR
4FGL J1906.1+1651,49.607,4.446,132.675,0.046,1.475,0.521,3.335,UNID-PSR
4FGL J1906.4-2001,16.470,-12.168,67.444,0.083,1.334,0.296,1.084,UNID-PSR
4FGL J1906.4+0723,41.221,0.053,1571.938,0.022,0.443,249.060,0.562,young
4FGL J1906.9+0712,41.130,-0.154,772.025,0.025,0.383,82.062,1.084,UNID-PSR
4FGL J1907.9+0602,40.183,-0.897,27051.796,0.010,0.426,6609.312,0.964,young
4FGL J1908.8-0131,33.542,-4.565,726.216,0.034,0.920,9.976,1.496,UNID-PSR
4FGL J1909.2+4646,77.463,16.532,101.922,0.066,1.174,0.093,1.864,UNID-PSR
4FGL J1910.1-4704,350.281,-22.525,70.681,0.098,0.919,0.156,0.888,UNID-PSR
4FGL J1910.7-5320,343.656,-24.233,163.824,0.052,0.636,0.353,0.627,MSP
4FGL J1911.4-4856,348.350,-23.245,111.507,0.060,1.684,0.198,1.842,UNID-PSR
4FGL J1911.8+0903,43.297,-0.323,43.007,0.067,0.727,3.078,5.446,UNID-PSR
4FGL J1912.0+0927,43.604,-0.178,50.625,0.104,0.363,5.436,0.508,UNID-PSR
4FGL J1912.7+4610,77.218,15.773,182.789,0.058,0.719,0.238,1.060,UNID-PSR
4FGL J1913.2+2342,56.505,6.080,28.535,0.115,1.198,0.110,1.402,UNID-PSR
4FGL J1913.3+0905,43.514,-0.694,224.419,0.046,1.035,9.940,2.376,young
4FGL J1913.4-1526,21.442,-11.755,137.927,0.048,1.729,0.466,2.064,UNID-PSR
4FGL J1914.6-1157,24.801,-10.511,84.295,0.071,0.880,0.708,0.624,UNID-PSR
4FGL J1915.7-0846,27.811,-9.377,38.756,0.102,1.315,0.195,1.256,UNID-PSR
4FGL J1916.8-3025,7.511,-18.407,643.954,0.023,0.912,2.310,2.948,UNID-PSR
4FGL J1917.6-3204,5.942,-19.117,140.325,0.065,1.055,0.381,1.510,UNID-PSR
4FGL J1919.1+2354,57.279,4.972,144.691,0.077,0.769,1.188,0.809,MSP
4FGL J1920.0-2622,11.784,-17.571,81.141,0.069,0.820,0.179,1.297,UNID-PSR
4FGL J1921.1+1930,53.606,2.491,121.804,0.070,0.432,1.767,0.570,MSP
4FGL J1921.4+0136,37.808,-5.919,491.839,0.029,0.484,3.554,1.696,MSP
4FGL J1922.4+1453,49.767,0.103,93.462,0.155,0.779,28.969,0.332,UNID-PSR
4FGL J1922.7+1428,49.358,-0.178,157.218,0.065,1.097,14.495,1.675,UNID-PSR
